model,forecast_date,target,location_name,point,quantile_0.025,quantile_0.975
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Nevada,34,0,78
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,New Hampshire,15,0,41
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,New Jersey,194,42,346
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,New Mexico,41,0,83
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,New York,259,63,454
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,North Carolina,94,33,155
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,North Dakota,13,0,34
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Ohio,137,55,218
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Oklahoma,20,0,57
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Oregon,16,0,48
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Pennsylvania,154,42,266
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Rhode Island,27,0,72
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,South Carolina,48,0,97
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,South Dakota,11,0,36
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Tennessee,23,0,85
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Texas,179,83,276
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Utah,21,0,52
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Vermont,2,0,17
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Virginia,192,98,286
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Washington,29,0,78
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,West Virginia,5,0,24
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Wisconsin,90,31,149
CovidActNow-SEIR_CAN,2020-06-01,13 day ahead inc hosp,Wyoming,1,0,11
CU-select,2020-06-01,13 day ahead inc hosp,Alabama,51,26,101
CU-select,2020-06-01,13 day ahead inc hosp,Alaska,0,0,4
CU-select,2020-06-01,13 day ahead inc hosp,Arizona,47,27,70
CU-select,2020-06-01,13 day ahead inc hosp,Arkansas,11,3,41
CU-select,2020-06-01,13 day ahead inc hosp,California,638,421,898
CU-select,2020-06-01,13 day ahead inc hosp,Colorado,33,18,56
CU-select,2020-06-01,13 day ahead inc hosp,Connecticut,39,29,55
CU-select,2020-06-01,13 day ahead inc hosp,Delaware,16,7,26
CU-select,2020-06-01,13 day ahead inc hosp,Florida,104,58,193
CU-select,2020-06-01,13 day ahead inc hosp,Georgia,65,28,174
CU-select,2020-06-01,13 day ahead inc hosp,Hawaii,0,0,6
CU-select,2020-06-01,13 day ahead inc hosp,Idaho,1,0,7
CU-select,2020-06-01,13 day ahead inc hosp,Illinois,155,114,252
CU-select,2020-06-01,13 day ahead inc hosp,Indiana,66,29,146
CU-select,2020-06-01,13 day ahead inc hosp,Iowa,28,13,65
CU-select,2020-06-01,13 day ahead inc hosp,Kansas,2,0,15
CU-select,2020-06-01,13 day ahead inc hosp,Kentucky,38,9,190
CU-select,2020-06-01,13 day ahead inc hosp,Louisiana,23,9,56
CU-select,2020-06-01,13 day ahead inc hosp,Maine,5,0,15
CU-select,2020-06-01,13 day ahead inc hosp,Maryland,163,104,244
CU-select,2020-06-01,13 day ahead inc hosp,Massachusetts,43,30,60
CU-select,2020-06-01,13 day ahead inc hosp,Michigan,27,11,84
CU-select,2020-06-01,13 day ahead inc hosp,Minnesota,80,51,135
CU-select,2020-06-01,13 day ahead inc hosp,Mississippi,37,15,108
CU-select,2020-06-01,13 day ahead inc hosp,Missouri,22,8,80
CU-select,2020-06-01,13 day ahead inc hosp,Montana,0,0,7
CU-select,2020-06-01,13 day ahead inc hosp,National,2946,1911,5389
CU-select,2020-06-01,13 day ahead inc hosp,Nebraska,36,18,63
CU-select,2020-06-01,13 day ahead inc hosp,Nevada,17,5,29
CU-select,2020-06-01,13 day ahead inc hosp,New Hampshire,3,0,10
CU-select,2020-06-01,13 day ahead inc hosp,New Jersey,61,42,92
CU-select,2020-06-01,13 day ahead inc hosp,New Mexico,11,3,26
CU-select,2020-06-01,13 day ahead inc hosp,New York,204,155,319
CU-select,2020-06-01,13 day ahead inc hosp,North Carolina,159,83,328
CU-select,2020-06-01,13 day ahead inc hosp,North Dakota,2,0,5
CU-select,2020-06-01,13 day ahead inc hosp,Ohio,98,49,216
CU-select,2020-06-01,13 day ahead inc hosp,Oklahoma,11,3,57
CU-select,2020-06-01,13 day ahead inc hosp,Oregon,5,0,37
CU-select,2020-06-01,13 day ahead inc hosp,Pennsylvania,76,41,133
CU-select,2020-06-01,13 day ahead inc hosp,Rhode Island,8,4,15
CU-select,2020-06-01,13 day ahead inc hosp,South Carolina,29,12,70
CU-select,2020-06-01,13 day ahead inc hosp,South Dakota,1,0,4
CU-select,2020-06-01,13 day ahead inc hosp,Tennessee,37,20,106
CU-select,2020-06-01,13 day ahead inc hosp,Texas,138,89,269
CU-select,2020-06-01,13 day ahead inc hosp,Utah,8,3,17
CU-select,2020-06-01,13 day ahead inc hosp,Vermont,0,0,12
CU-select,2020-06-01,13 day ahead inc hosp,Virginia,217,129,395
CU-select,2020-06-01,13 day ahead inc hosp,Washington,24,12,49
CU-select,2020-06-01,13 day ahead inc hosp,West Virginia,4,0,41
CU-select,2020-06-01,13 day ahead inc hosp,Wisconsin,102,52,180
CU-select,2020-06-01,13 day ahead inc hosp,Wyoming,0,0,3
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Arizona,203,0,323
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Arkansas,24,8,50
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,California,315,0,584
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Colorado,28,0,77
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Delaware,12,0,36
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,District of Columbia,128,0,229
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Florida,135,0,229
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Georgia,85,1,187
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Idaho,1,0,3
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Illinois,97,0,373
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Indiana,1,0,6
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Iowa,0,0,1
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Kansas,6,0,15
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Louisiana,56,0,133
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Maine,7,1,10
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Minnesota,54,0,105
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Mississippi,47,0,70
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Missouri,74,15,124
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Montana,0,0,2
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,National,3260,1473,5174
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Nevada,46,0,93
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,New Hampshire,5,0,15
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,North Carolina,94,0,121
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,North Dakota,1,0,2
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Ohio,94,0,180
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Oklahoma,10,0,19
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Oregon,6,0,11
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,South Carolina,18,0,30
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,South Dakota,19,0,29
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Tennessee,26,0,40
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Utah,60,13,98
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Vermont,0,0,1
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,West Virginia,0,0,2
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Wisconsin,65,0,93
GT-DeepCOVID,2020-06-01,12 day ahead inc hosp,Wyoming,1,0,2
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Alabama,15,3,46
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Alaska,0,0,0
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Arizona,101,14,346
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Arkansas,13,0,75
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,California,538,223,1519
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Colorado,96,21,439
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Connecticut,33,8,68
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Delaware,4,0,14
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,District of Columbia,9,3,28
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Florida,93,38,231
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Georgia,73,20,191
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Hawaii,0,0,0
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Idaho,1,0,5
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Illinois,126,37,250
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Indiana,53,17,109
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Iowa,60,12,160
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Kansas,0,0,3
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Kentucky,9,0,27
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Louisiana,22,6,43
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Maine,4,0,26
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Maryland,77,22,158
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Massachusetts,79,27,232
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Michigan,40,10,124
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Minnesota,51,18,130
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Mississippi,20,7,48
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Missouri,28,4,71
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Montana,0,0,0
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,National,2328,806,6070
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Nebraska,19,0,89
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Nevada,27,4,105
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,New Hampshire,17,0,54
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,New Jersey,118,32,228
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,New Mexico,18,3,59
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,New York,74,36,156
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,North Carolina,48,14,144
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,North Dakota,4,0,16
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Ohio,94,41,204
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Oklahoma,4,0,11
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Oregon,3,0,11
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Pennsylvania,100,29,216
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Rhode Island,39,12,120
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,South Carolina,14,3,56
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,South Dakota,1,0,11
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Tennessee,14,0,92
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Texas,49,11,105
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Utah,16,4,36
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Vermont,0,0,0
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Virginia,99,41,269
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Washington,8,3,21
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,West Virginia,1,0,6
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Wisconsin,17,4,66
IHME-CurveFit,2020-06-01,15 day ahead inc hosp,Wyoming,2,0,6
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Alabama,46,16,130
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Alaska,1,0,4
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Arizona,83,35,275
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Arkansas,23,5,82
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,California,279,77,769
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Colorado,48,12,105
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Connecticut,15,5,44
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Delaware,9,3,20
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,District of Columbia,9,3,26
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Florida,109,31,333
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Georgia,78,26,216
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Hawaii,0,0,0
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Idaho,3,1,9
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Illinois,129,38,327
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Indiana,54,18,150
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Iowa,38,11,118
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Kansas,6,1,18
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Kentucky,28,8,88
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Louisiana,34,11,100
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Maine,4,1,12
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Maryland,129,40,369
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Massachusetts,44,10,154
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Michigan,45,17,126
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Minnesota,68,18,168
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Mississippi,48,12,138
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Missouri,20,6,50
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Montana,1,0,2
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Nebraska,33,8,104
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Nevada,12,4,31
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,New Hampshire,7,2,25
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,New Jersey,89,20,214
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,New Mexico,16,5,44
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,New York,223,74,638
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,North Carolina,134,45,367
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,North Dakota,3,1,9
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Ohio,63,17,165
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Oklahoma,5,1,15
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Oregon,8,2,25
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Pennsylvania,57,18,143
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Puerto Rico,11,4,32
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Rhode Island,11,2,31
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,South Carolina,46,13,152
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,South Dakota,4,1,11
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Tennessee,17,6,50
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Texas,221,70,615
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Utah,20,4,53
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Vermont,0,0,1
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Virgin Islands,1,0,2
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Virginia,143,40,373
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Washington,33,10,89
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,West Virginia,4,1,14
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Wisconsin,48,9,154
LANL-GrowthRate,2020-06-01,12 day ahead inc hosp,Wyoming,1,0,2
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Alabama,33,27,38
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Alaska,0,0,1
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Arizona,100,73,124
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Arkansas,11,7,15
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,California,375,288,421
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Colorado,18,12,22
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Connecticut,25,12,42
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Delaware,4,2,6
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,District of Columbia,9,5,13
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Florida,60,50,71
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Georgia,48,36,61
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Hawaii,0,0,0
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Idaho,1,0,1
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Illinois,93,78,113
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Indiana,31,24,40
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Iowa,8,5,11
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Kansas,1,1,2
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Kentucky,28,17,40
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Louisiana,0,0,0
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Maine,4,3,6
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Maryland,68,53,94
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Massachusetts,21,14,27
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Michigan,8,4,12
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Minnesota,21,15,26
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Mississippi,37,31,45
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Missouri,28,23,35
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Montana,0,0,0
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,National,1638,1251,2036
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Nebraska,7,5,13
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Nevada,14,8,24
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,New Hampshire,5,3,7
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,New Jersey,13,10,18
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,New Mexico,8,4,14
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,New York,22,15,33
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,North Carolina,66,53,80
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,North Dakota,1,1,2
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Ohio,33,25,43
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Oklahoma,7,5,11
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Oregon,9,7,10
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Pennsylvania,39,28,45
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Rhode Island,2,0,8
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,South Carolina,23,18,29
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,South Dakota,3,2,6
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Tennessee,11,8,15
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Texas,124,104,155
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Utah,7,6,9
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Vermont,0,0,0
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Virginia,125,95,152
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Washington,13,11,15
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,West Virginia,1,0,1
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Wisconsin,68,60,78
USACE-ERDC_SEIR,2020-06-01,12 day ahead inc hosp,Wyoming,1,0,2
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Alabama,76,69,114
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Alaska,1,0,1
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Arizona,142,122,279
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Arkansas,20,18,22
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,California,818,782,1424
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Colorado,59,55,84
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Connecticut,52,40,120
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Delaware,26,24,42
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,District of Columbia,42,38,77
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Florida,74,71,161
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Georgia,121,115,236
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Hawaii,0,0,0
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Idaho,5,4,6
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Illinois,407,380,589
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Indiana,111,99,195
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Iowa,49,44,101
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Kansas,10,9,12
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Kentucky,66,59,107
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Louisiana,113,101,216
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Maine,12,11,55
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Maryland,173,157,250
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Massachusetts,165,141,357
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Michigan,74,62,167
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Minnesota,48,34,104
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Mississippi,80,70,296
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Missouri,99,91,253
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Montana,0,0,0
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,National,4661,4189,8694
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Nebraska,27,24,32
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Nevada,53,50,85
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,New Hampshire,16,12,81
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,New Jersey,173,146,343
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,New Mexico,33,29,91
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,New York,264,220,497
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,North Carolina,132,122,290
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,North Dakota,7,5,13
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Ohio,97,85,263
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Oklahoma,24,21,43
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Oregon,9,8,20
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Pennsylvania,124,104,318
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Puerto Rico,21,17,34
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Rhode Island,22,19,101
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,South Carolina,89,76,257
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,South Dakota,14,11,18
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Tennessee,39,35,41
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Texas,282,266,299
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Utah,28,23,31
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Vermont,2,1,4
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Virginia,179,156,299
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Washington,49,45,81
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,West Virginia,5,1,6
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Wisconsin,125,113,176
COVID19SimCons-COVID19Sim,2020-06-01,14 day ahead inc hosp,Wyoming,2,1,2
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Alabama,31,0,127
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Alaska,2,0,14
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Arizona,132,56,208
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Arkansas,12,0,38
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,California,523,359,688
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Colorado,64,0,134
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Connecticut,70,0,162
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Delaware,24,0,66
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,District of Columbia,31,0,81
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Florida,81,4,158
CovidActNow-SEIR_CAN,2020-06-01,14 day ahead inc hosp,Georgia,108,29,187
