hosp_id,hosp_name,date,active_confirmed,active_suspected,admitted,admitted_confirmed,admitted_suspected,alos_ventilator,bed_avail_criticalcare,bed_avail_intensivecare,bed_avail_other,bed_avail_surgical,bed_inuse_criticalcare,bed_inuse_intensivecare,bed_inuse_other,bed_inuse_surgical,discharged_alive,discharged_dead,ventilators_inuse
VHS,Virtua Health System - Central Supply,2020-04-19,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-04-19,31,2,0,,,8.85,11,1,,83,5,12,,16,,,8
3100570,Virtua Memorial,2020-04-19,72,14,1,,,4.6,19,1,,77,17,24,,45,,,21
3100290,Virtua Our Lady of Lourdes Hospital,2020-04-19,46,20,0,,,4.6,7,34,,62,13,21,,32,,,15
3100221,Virtua Voorhees,2020-04-19,64,23,2,,,8.8,5,21,,81,16,25,,46,,,13
3100610,Virtua Willingboro Hospital,2020-04-19,16,6,0,,,2.3,,14,,29,,3,,19,,,1
ATL,AtlantiCare - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-04-20,16,2,3,,,6.0,16,0,20,54,3,0,0,15,,,2
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-04-20,41,1,3,,,5.0,7,0,0,42,9,0,0,33,,,3
FMSAtlanic,Atlantic City FMS,2020-04-20,,,0,,,,,,,,,,,,,,
AHS,Atlantic Health System - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-04-20,48,15,1,,,0.0,0,4,67,53,0,10,26,27,1,0,6
3100110,Cape Regional Health System,2020-04-20,6,7,0,,,2.0,0,4,37,20,0,4,0,9,1,1,2
CHS,Capital Health - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-04-20,66,5,1,,,10.3,,2,29,5,,22,4,45,,,19
3100920,Capital Health Regional Medical Center,2020-04-20,73,7,1,,,,,7,16,10,,27,1,52,,,19
3100250,CarePoint Health Bayonne Medical Center,2020-04-20,44,13,22,,,7.0,6,0,0,0,0,15,0,42,,,10
3100160,CarePoint Health Christ Hospital,2020-04-20,101,16,18,,,6.0,5,0,0,0,0,22,0,85,,,18
3100400,CarePoint Health Hoboken University Medical Center,2020-04-20,72,11,21,,,10.0,1,2,0,0,5,35,0,48,,,12
4PPECPH,CarePoint Heatlh - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-04-20,110,21,4,,,10.66,1,0,7,16,14,8,1,108,,,20
3100170,Chilton Medical Center - Atlantic Health System,2020-04-20,76,14,0,,,10.0,0,13,0,48,0,12,0,78,5,7,14
3100090,Clara Maass Medical Center,2020-04-20,168,1,0,,,,0,0,13,11,40,,,123,,,49
3100410,Community Medical Center,2020-04-20,76,18,3,,,,,7,12,34,24,,,77,,,12
4PPECHS,"Cooper Health System, The - Central Supply",2020-04-20,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-04-20,80,16,0,,,9.17,0,26,0,144,0,37,0,59,,,29
3100310,Deborah Heart and Lung Center,2020-04-20,5,1,0,,,3.0,0,7,4,36,1,0,0,5,,,0
ACS-EO,East Orange ACS,2020-04-20,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-04-20,33,6,0,,,9.0,0,0,0,0,0,12,0,26,,,12
FMSEdison,Edison FMS,2020-04-20,,,0,,,0.0,,,504,,,,19,,,,0
3100450,Englewood Hospital,2020-04-20,143,24,9,,,9.0,,10,,35,,33,10,124,,,28
HMH,Hackensack Meridian Health - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-04-20,65,26,0,,,7.5,1,0,0,16,20,0,0,68,,,9
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-04-20,392,43,1,,,9.76,0,0,0,0,159,0,14,258,,,134
3101080,Hackensack Meridian Health JFK Medical Center,2020-04-20,275,19,2,,,7.99,2,0,23,17,47,0,4,226,,,54
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-04-20,147,27,17,,,12.31,5,0,15,27,66,0,2,112,,,57
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-04-20,85,24,0,,,10.0,,5,5,14,,22,,99,,,27
3100522,Hackensack Meridian Health Ocean Medical Center,2020-04-20,120,46,13,,,9.21,0,0,9,5,50,0,1,118,,,39
3100030,Hackensack Meridian Health Palisades Medical Center,2020-04-20,100,16,6,,,6.53,0,0,14,2,49,0,11,82,,,11
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-04-20,27,10,5,,,9.3,1,0,0,10,10,0,0,28,,,6
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-04-20,54,23,1,,,6.49,0,0,0,0,13,0,1,62,,,8
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-04-20,104,20,4,,,7.0,0,0,0,0,22,0,2,99,,,20
3100340,Hackensack Meridian Health Riverview Medical Center,2020-04-20,40,14,10,,,9.38,1,0,18,23,14,0,0,40,,,7
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-04-20,36,8,0,,,13.32,3,0,6,39,12,0,0,33,,,15
3101150,Hackettstown Medical Center,2020-04-20,20,12,1,,,21.0,0,2,0,46,0,13,0,19,3,0,12
3100080,Holy Name Medical Center,2020-04-20,68,134,0,,,,5,7,0,31,13,38,16,130,,,29
3101189,Hudson Regional Hospital,2020-04-20,45,20,0,,,,,3,,11,,11,8,46,,,9
ACS-Hunterd,Hunterdon ACS,2020-04-20,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-04-20,46,27,1,,,14.2,0,15,34,38,0,18,0,53,,,15
IMC,Inspira Health - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-04-20,2,5,3,,,1.0,0,3,0,72,0,0,0,9,,,0
310069A,Inspira Medical Center Mullica Hill,2020-04-20,24,17,1,,,4.42,0,13,0,103,0,3,0,38,,,3
3100324,Inspira Medical Center Vineland,2020-04-20,48,39,3,,,5.0,0,6,0,77,0,35,0,71,,,13
3100810,Inspira Medical Center Woodbury,2020-04-20,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-04-20,42,2,6,,,6.7,,2,25,7,0,16,4,24,,,11
KHS,Jefferson Health New Jersey - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-04-20,13,8,0,,,7.5,0,1,9,2,0,4,0,17,,,2
3100861,Jefferson Washington Township Hospital,2020-04-20,33,11,7,,,3.66,0,7,30,10,0,7,6,31,,,2
3100740,Jersey City Medical Center,2020-04-20,104,3,0,,,,0,11,23,58,49,,,69,,,49
3100750,Monmouth Medical Center,2020-04-20,44,9,10,,,,0,6,46,0,21,,,33,,,18
3100840,Monmouth Medical Center Southern Campus,2020-04-20,38,1,1,,,,1,0,0,9,16,,,28,,,11
3100150,Morristown Medical Center,2020-04-20,202,49,0,,,14.0,34,15,85,162,54,37,13,147,10,9,82
3100020,Newark Beth Israel Medical Center,2020-04-20,234,17,0,,,,0,0,0,0,65,,,,,,36
3100280,Newton Medical Center,2020-04-20,42,13,2,,,17.0,0,0,18,43,0,18,1,36,3,0,15
3100510,Overlook Medical Center,2020-04-20,225,32,4,,,12.3,1,12,33,147,20,55,9,173,14,5,68
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-04-20,80,2,5,,,7.8,6,,39,24,26,,0,56,,,18
3101100,RWJ University Hospital Hamilton,2020-04-20,45,0,5,,,,0,5,5,53,11,,,35,,,10
3100240,RWJ University Hospital Rahway,2020-04-20,62,4,0,,,,1,0,0,1,11,,,57,,,9
3100480,RWJ University Hospital Somerset,2020-04-20,124,4,0,,,,0,0,2,65,30,,,96,,,24
RWJB,RWJBarnabas Health - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-04-20,245,5,11,,,,0,6,41,17,,59,,176,,,37
3100760,Saint Barnabas Medical Center,2020-04-20,261,57,22,,,,10,0,50,28,,,,244,,,
STC,Saint Clare's Health - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-04-20,48,3,0,,,11.8,1,,4,66,,18,4,32,,,22
3100502,Saint Clare's Hospital Dover,2020-04-20,43,4,6,,,15.3,0,,8,72,,9,8,30,,,15
3100960,Saint Michael's Medical Center,2020-04-20,76,28,4,,,6.0,,10,,94,,22,,82,,,24
3100700,Saint Peter's University Hospital,2020-04-20,134,13,0,,,7.42,,7,32,8,,29,7,110,24,4,27
3100910,Salem Medical Center,2020-04-20,11,13,0,,,6.0,,1,,5,,4,,9,,,1
3100470,Shore Medical Center,2020-04-20,15,3,1,,,3.8,2,5,0,42,3,6,0,9,,,3
3100210,St. Francis Medical Center,2020-04-20,47,2,3,,,9.0,,6,30,27,,16,,33,,,14
SJH,St. Joseph's Health - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-04-20,341,13,2,,,12.4,0,0,55,72,0,94,34,193,7,12,83
3100191,St. Joseph's Wayne Medical Center,2020-04-20,86,2,0,,,12.4,0,4,12,52,0,16,22,56,6,0,25
3100600,St. Luke's Warren Campus,2020-04-20,18,4,2,,,,,1,,48,,9,,13,,,4
3100060,St. Mary's General Hospital,2020-04-20,78,8,0,,,11.77,0,25,9,26,9,9,0,55,,,8
3100120,The Valley Hospital,2020-04-20,174,20,6,,,10.1,7,5,13,111,27,9,0,144,,,22
3100270,Trinitas Regional Medical Center,2020-04-20,121,62,0,,,28.0,,0,,0,,37,,150,,,32
3101190,University Hospital,2020-04-20,172,31,0,,,6.0,,12,18,74,43,,1,159,8,9,49
4PPEVHS,Valley Health System - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-04-20,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-04-20,29,10,6,,,8.35,11,3,,75,4,12,,23,,,9
3100570,Virtua Memorial,2020-04-20,73,13,0,,,5.1,18,1,,68,14,24,,48,,,21
3100290,Virtua Our Lady of Lourdes Hospital,2020-04-20,50,20,4,,,6.0,2,33,,56,14,23,,33,,,14
3100221,Virtua Voorhees,2020-04-20,65,16,0,,,7.86,6,19,,83,14,22,,45,,,13
3100610,Virtua Willingboro Hospital,2020-04-20,17,5,0,,,2.31,,14,,25,,4,,18,,,1
ATL,AtlantiCare - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-04-21,19,1,2,,,5.0,13,0,20,53,3,0,0,17,,,2
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-04-21,44,2,4,,,6.0,8,0,0,36,9,0,0,37,,,3
FMSAtlanic,Atlantic City FMS,2020-04-21,,,0,,,,,,,,,,,,,,
AHS,Atlantic Health System - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-04-21,33,15,0,,,0.0,0,3,77,57,0,11,15,22,4,0,9
3100110,Cape Regional Health System,2020-04-21,8,6,1,,,3.5,0,1,39,10,0,4,0,10,5,0,2
CHS,Capital Health - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-04-21,68,4,1,,,10.8,,3,29,8,,21,3,48,,,19
3100920,Capital Health Regional Medical Center,2020-04-21,72,12,4,,,,,7,14,8,,28,4,52,,,19
3100250,CarePoint Health Bayonne Medical Center,2020-04-21,42,15,0,,,8.8,7,0,0,0,0,23,0,34,,,9
3100160,CarePoint Health Christ Hospital,2020-04-21,106,13,2,,,7.1,5,0,0,0,0,34,0,85,,,21
3100400,CarePoint Health Hoboken University Medical Center,2020-04-21,77,11,5,,,9.7,7,1,0,0,0,13,0,67,,,13
4PPECPH,CarePoint Heatlh - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-04-21,101,27,0,,,10.12,1,0,7,15,16,7,0,105,,,21
3100170,Chilton Medical Center - Atlantic Health System,2020-04-21,72,18,0,,,19.0,0,12,4,50,0,14,1,74,11,3,14
3100090,Clara Maass Medical Center,2020-04-21,160,14,5,,,,0,0,13,9,51,,,123,,,49
3100410,Community Medical Center,2020-04-21,73,11,0,,,,,11,5,33,20,,,64,,,13
4PPECHS,"Cooper Health System, The - Central Supply",2020-04-21,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-04-21,85,18,7,,,9.3,0,20,0,113,0,42,0,62,,,30
3100310,Deborah Heart and Lung Center,2020-04-21,5,4,3,,,2.0,0,4,3,31,2,0,0,7,,,0
ACS-EO,East Orange ACS,2020-04-21,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-04-21,31,13,5,,,8.0,0,0,0,0,0,13,0,31,,,13
FMSEdison,Edison FMS,2020-04-21,,,0,,,0.0,,,504,,,,14,,,,0
3100450,Englewood Hospital,2020-04-21,144,19,0,,,9.4,,10,,30,,35,4,124,,,28
HMH,Hackensack Meridian Health - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-04-21,64,30,3,,,7.71,1,0,0,7,17,0,1,77,,,14
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-04-21,383,33,0,,,10.05,0,0,0,0,164,0,16,243,,,116
3101080,Hackensack Meridian Health JFK Medical Center,2020-04-21,277,18,1,,,8.01,10,0,24,14,57,0,2,227,,,60
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-04-21,159,27,12,,,12.76,4,0,13,18,65,0,2,123,,,54
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-04-21,82,30,3,,,10.0,,4,6,15,,22,,90,,,20
3100522,Hackensack Meridian Health Ocean Medical Center,2020-04-21,113,37,0,,,9.26,1,0,12,2,48,0,0,103,,,39
3100030,Hackensack Meridian Health Palisades Medical Center,2020-04-21,105,20,9,,,6.53,1,0,16,4,55,0,11,86,,,29
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-04-21,28,9,0,,,10.8,1,0,0,10,10,0,0,28,,,6
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-04-21,53,11,0,,,6.71,0,0,0,0,11,0,1,55,,,8
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-04-21,104,22,2,,,7.51,0,0,0,0,23,0,2,102,,,19
3100340,Hackensack Meridian Health Riverview Medical Center,2020-04-21,36,5,0,,,9.92,5,0,14,31,10,0,0,31,,,7
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-04-21,36,12,4,,,13.61,3,0,6,33,9,0,0,40,,,12
3101150,Hackettstown Medical Center,2020-04-21,20,15,3,,,21.0,0,1,0,40,0,13,3,19,4,1,11
3100080,Holy Name Medical Center,2020-04-21,87,133,18,,,,5,4,0,26,13,41,18,135,,,35
3101189,Hudson Regional Hospital,2020-04-21,40,12,0,,,10.0,,3,,16,,11,0,41,,,9
ACS-Hunterd,Hunterdon ACS,2020-04-21,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-04-21,51,26,4,,,14.6,0,9,29,32,0,20,0,57,,,16
IMC,Inspira Health - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-04-21,2,3,0,,,1.0,0,2,0,70,0,4,0,6,,,0
310069A,Inspira Medical Center Mullica Hill,2020-04-21,25,16,0,,,4.62,0,13,0,97,0,7,0,35,,,2
3100324,Inspira Medical Center Vineland,2020-04-21,54,24,0,,,5.46,0,9,0,66,0,38,0,73,,,13
3100810,Inspira Medical Center Woodbury,2020-04-21,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-04-21,42,0,0,,,7.5,0,0,25,12,0,13,0,29,,,13
KHS,Jefferson Health New Jersey - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-04-21,17,4,0,,,6.0,0,2,8,9,0,4,0,13,,,3
3100861,Jefferson Washington Township Hospital,2020-04-21,37,2,0,,,4.4,0,10,28,6,0,5,1,31,,,2
3100740,Jersey City Medical Center,2020-04-21,105,2,0,,,,0,9,22,63,42,,,65,,,33
3100750,Monmouth Medical Center,2020-04-21,37,7,0,,,,0,5,36,0,19,,,25,,,16
3100840,Monmouth Medical Center Southern Campus,2020-04-21,25,3,0,,,,1,1,0,12,16,,,12,,,13
3100150,Morristown Medical Center,2020-04-21,196,57,2,,,15.2,29,24,91,150,49,37,15,152,17,10,84
3100020,Newark Beth Israel Medical Center,2020-04-21,235,19,3,,,,0,0,0,0,51,,,203,,,49
3100280,Newton Medical Center,2020-04-21,42,20,7,,,17.5,0,1,31,37,0,16,1,45,4,2,10
3100510,Overlook Medical Center,2020-04-21,214,22,0,,,13.6,3,9,62,160,20,53,1,163,29,10,68
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-04-21,85,2,5,,,8.2,8,,41,12,19,,0,68,,,17
3101100,RWJ University Hospital Hamilton,2020-04-21,40,0,0,,,,0,5,3,52,10,,,30,,,8
3100240,RWJ University Hospital Rahway,2020-04-21,61,6,1,,,,0,0,0,5,10,,,57,,,9
3100480,RWJ University Hospital Somerset,2020-04-21,119,13,4,,,,0,0,2,61,29,,,103,,,24
RWJB,RWJBarnabas Health - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-04-21,248,6,4,,,,0,15,31,14,,54,,188,,,39
3100760,Saint Barnabas Medical Center,2020-04-21,256,45,0,,,,23,1,45,40,71,,,230,,,66
STC,Saint Clare's Health - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-04-21,56,0,5,,,11.8,2,,4,66,,17,5,34,,,22
3100502,Saint Clare's Hospital Dover,2020-04-21,43,1,0,,,15.4,1,,7,71,,8,7,29,,,13
3100960,Saint Michael's Medical Center,2020-04-21,74,15,0,,,6.0,,11,,108,,23,,66,,,24
3100700,Saint Peter's University Hospital,2020-04-21,143,13,9,,,8.36,,2,28,22,,32,8,119,23,5,30
3100910,Salem Medical Center,2020-04-21,13,13,2,,,7.0,,4,,93,,4,,14,,,1
3100470,Shore Medical Center,2020-04-21,15,3,0,,,3.9,5,5,0,48,4,7,0,7,,,4
3100210,St. Francis Medical Center,2020-04-21,52,0,3,,,13.0,,6,26,27,,14,,38,,,13
SJH,St. Joseph's Health - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-04-21,334,10,0,,,13.0,0,0,50,77,0,92,38,197,19,14,89
3100191,St. Joseph's Wayne Medical Center,2020-04-21,79,3,0,,,13.3,0,1,14,46,0,19,20,62,11,2,24
3100600,St. Luke's Warren Campus,2020-04-21,18,3,0,,,,,4,,39,,7,,14,,,4
3100060,St. Mary's General Hospital,2020-04-21,77,4,0,,,12.81,0,23,9,24,8,9,0,61,,,7
3100120,The Valley Hospital,2020-04-21,167,19,0,,,9.8,9,11,9,93,25,9,0,152,,,21
3100270,Trinitas Regional Medical Center,2020-04-21,118,49,0,,,28.2,,0,,0,,34,,133,,,33
3101190,University Hospital,2020-04-21,161,24,0,,,8.0,,11,23,62,42,,,143,16,14,41
4PPEVHS,Valley Health System - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-04-21,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-04-21,31,6,0,,,7.1,7,3,,76,5,11,,21,,,10
3100570,Virtua Memorial,2020-04-21,76,16,6,,,6.26,19,14,,68,13,25,,54,,,20
3100290,Virtua Our Lady of Lourdes Hospital,2020-04-21,52,12,0,,,7.0,1,32,,44,14,22,,28,,,17
3100221,Virtua Voorhees,2020-04-21,65,25,9,,,7.9,4,20,,74,14,23,,53,,,15
3100610,Virtua Willingboro Hospital,2020-04-21,17,9,4,,,2.8,,12,,25,,7,,19,,,3
ATL,AtlantiCare - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-04-22,21,0,1,,,5.0,12,0,19,53,3,0,0,18,,,2
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-04-22,36,2,0,,,5.0,10,0,0,43,8,0,0,30,,,3
FMSAtlanic,Atlantic City FMS,2020-04-22,2,0,0,,,,,,,24,,,,3,,,0
AHS,Atlantic Health System - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-04-22,36,14,2,,,1.6,0,4,81,52,0,10,15,25,2,2,10
3100110,Cape Regional Health System,2020-04-22,9,5,0,,,4.5,0,3,39,14,0,3,0,11,6,0,2
CHS,Capital Health - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-04-22,65,2,0,,,11.9,,3,27,26,,21,1,45,,,19
3100920,Capital Health Regional Medical Center,2020-04-22,66,11,0,,,,,10,13,16,,28,,49,,,18
3100250,CarePoint Health Bayonne Medical Center,2020-04-22,40,18,1,,,8.6,6,0,0,0,4,16,0,38,,,10
3100160,CarePoint Health Christ Hospital,2020-04-22,99,15,0,,,7.1,5,0,0,0,6,23,0,85,,,23
3100400,CarePoint Health Hoboken University Medical Center,2020-04-22,64,15,0,,,10.9,4,2,0,0,5,29,0,45,,,11
4PPECPH,CarePoint Heatlh - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-04-22,79,36,0,,,10.0,0,1,7,19,14,7,1,94,9,1,22
3100170,Chilton Medical Center - Atlantic Health System,2020-04-22,69,13,0,,,19.5,0,11,0,57,0,14,1,67,7,3,12
3100090,Clara Maass Medical Center,2020-04-22,164,4,0,,,,0,0,4,3,50,,,118,,,47
3100410,Community Medical Center,2020-04-22,76,5,0,,,,,26,2,23,21,,,60,,,9
4PPECHS,"Cooper Health System, The - Central Supply",2020-04-22,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-04-22,82,9,0,,,8.87,0,13,0,133,0,39,0,52,,,30
3100310,Deborah Heart and Lung Center,2020-04-22,6,5,2,,,2.25,1,3,4,26,1,0,0,10,2,0,0
ACS-EO,East Orange ACS,2020-04-22,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-04-22,35,11,2,,,9.0,0,0,0,0,0,13,0,35,,,13
FMSEdison,Edison FMS,2020-04-22,14,,0,,,0.0,,,504,,,,14,,,,0
3100450,Englewood Hospital,2020-04-22,137,21,0,,,10.2,,10,,33,,32,4,122,,,26
HMH,Hackensack Meridian Health - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-04-22,64,25,0,,,7.53,2,0,0,19,20,0,0,68,,,9
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-04-22,368,36,0,,,10.22,0,0,0,0,158,0,21,228,,,112
3101080,Hackensack Meridian Health JFK Medical Center,2020-04-22,290,9,4,,,8.32,6,0,21,30,61,0,2,212,,,57
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-04-22,159,22,0,,,13.0,13,0,13,18,66,0,0,117,,,52
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-04-22,91,22,1,,,10.0,,6,8,17,,22,,93,,,19
3100522,Hackensack Meridian Health Ocean Medical Center,2020-04-22,118,33,1,,,9.39,2,0,6,2,47,0,0,114,,,38
3100030,Hackensack Meridian Health Palisades Medical Center,2020-04-22,94,12,0,,,6.64,4,0,19,3,49,0,8,73,,,13
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-04-22,31,8,2,,,12.6,1,0,0,10,10,0,0,28,,,5
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-04-22,46,21,3,,,6.71,0,0,0,0,8,0,1,57,,,7
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-04-22,96,19,0,,,7.34,0,0,0,0,24,0,2,91,,,22
3100340,Hackensack Meridian Health Riverview Medical Center,2020-04-22,35,15,9,,,10.46,3,0,13,18,9,0,0,44,,,6
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-04-22,32,12,0,,,14.24,8,0,5,43,8,0,0,38,,,13
3101150,Hackettstown Medical Center,2020-04-22,20,13,0,,,21.0,0,1,0,38,0,13,1,19,3,0,10
3100080,Holy Name Medical Center,2020-04-22,94,134,8,,,,6,4,0,33,12,41,6,129,,,32
3101189,Hudson Regional Hospital,2020-04-22,35,18,1,,,21.0,,2,,17,,12,0,41,,,7
ACS-Hunterd,Hunterdon ACS,2020-04-22,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-04-22,46,32,1,,,15.2,0,14,21,29,0,20,0,58,,,15
IMC,Inspira Health - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-04-22,2,3,0,,,1.0,0,2,0,67,0,4,0,5,,,0
310069A,Inspira Medical Center Mullica Hill,2020-04-22,24,24,7,,,4.62,0,11,0,93,0,10,0,43,,,2
3100324,Inspira Medical Center Vineland,2020-04-22,55,38,15,,,6.07,0,5,0,59,0,36,0,70,,,12
3100810,Inspira Medical Center Woodbury,2020-04-22,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-04-22,39,1,0,,,7.0,0,4,20,17,0,11,1,28,,,11
KHS,Jefferson Health New Jersey - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-04-22,17,0,0,,,5.0,0,4,9,9,0,3,0,14,,,3
3100861,Jefferson Washington Township Hospital,2020-04-22,36,3,0,,,4.5,0,12,31,24,0,4,2,33,,,2
3100740,Jersey City Medical Center,2020-04-22,111,4,8,,,,0,9,17,83,39,,,76,,,30
3100750,Monmouth Medical Center,2020-04-22,39,8,3,,,,0,5,42,1,18,,,29,,,17
3100840,Monmouth Medical Center Southern Campus,2020-04-22,27,3,2,,,,14,1,0,6,15,,,15,,,11
3100150,Morristown Medical Center,2020-04-22,193,60,0,,,23.5,23,17,67,134,57,35,21,140,20,5,86
3100020,Newark Beth Israel Medical Center,2020-04-22,225,5,0,,,,0,0,9,9,49,,,181,,,48
3100280,Newton Medical Center,2020-04-22,42,10,0,,,7.0,0,3,33,41,0,13,0,39,7,2,10
3100510,Overlook Medical Center,2020-04-22,216,14,0,,,20.3,1,12,60,163,20,60,3,147,19,3,69
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-04-22,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-04-22,74,3,0,,,8.3,9,,33,31,21,,0,56,,,15
3101100,RWJ University Hospital Hamilton,2020-04-22,41,0,1,,,,0,5,3,57,10,,,31,,,8
