state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
CT,Connecticut,03MAY2020,5935,2948,8921,5001,54.3,45.0,63.5,1986,905,3067,18.2,14.1,22.3,1057,424,1690,805,56.8,49.9,63.7,
CT,Connecticut,04MAY2020,6037,2994,9080,4800,55.7,46.4,65.0,1933,820,3045,17.8,13.5,22.2,1055,412,1698,805,56.9,49.4,64.5,
CT,Connecticut,05MAY2020,6142,3006,9277,4697,56.7,47.1,66.2,1971,876,3067,18.2,14.1,22.3,1101,439,1764,759,59.2,51.2,67.2,
CT,Connecticut,06MAY2020,6167,3018,9316,4687,56.8,47.3,66.3,1845,795,2895,17.0,13.1,20.9,1053,412,1694,801,56.8,50.1,63.5,
CT,Connecticut,07MAY2020,6086,2973,9199,4736,56.2,46.8,65.7,1800,786,2815,16.6,12.8,20.5,1019,388,1650,828,55.2,48.6,61.8,
CT,Connecticut,08MAY2020,5968,2921,9015,4872,55.1,45.4,64.7,1781,808,2755,16.4,12.9,19.9,1022,392,1653,825,55.3,49.1,61.5,
CT,Connecticut,09MAY2020,5821,2840,8802,5009,53.8,44.4,63.1,1734,748,2719,16.0,12.3,19.7,1007,384,1630,837,54.6,48.7,60.5,
CT,Connecticut,10MAY2020,5782,2793,8771,5042,53.4,43.5,63.2,1658,742,2574,15.3,11.9,18.7,1050,414,1687,369,57.0,28.0,84.0,
CT,Connecticut,11MAY2020,5776,2843,8710,5048,53.4,44.2,62.5,1638,761,2516,15.1,12.1,18.2,996,384,1607,398,71.5,43.2,99.7,
CT,Connecticut,12MAY2020,6002,2984,9020,4837,55.4,46.3,64.4,1639,735,2544,15.1,12.0,18.3,1045,404,1685,351,74.9,45.9,100.0,
CT,Connecticut,13MAY2020,5987,2929,9045,4905,55.1,45.7,64.4,1614,750,2478,14.8,11.9,17.8,1030,386,1674,378,72.9,43.1,100.0,
CT,Connecticut,14MAY2020,6026,2987,9066,4745,55.7,46.5,64.8,1573,778,2369,14.5,11.9,17.2,1023,382,1664,341,73.8,43.3,99.6,
CT,Connecticut,15MAY2020,5971,2986,8956,4794,55.5,46.7,64.2,1429,660,2198,13.3,10.8,15.7,1020,375,1664,382,72.8,42.5,99.8,
CT,Connecticut,16MAY2020,5918,2952,8884,4799,55.2,46.2,64.2,1425,661,2190,13.3,10.8,15.8,1057,395,1719,342,75.6,44.6,100.0,
CT,Connecticut,17MAY2020,5854,2904,8804,4879,54.7,45.5,63.8,1330,607,2052,12.4,10.0,14.9,1029,382,1676,368,73.5,43.3,99.8,
CT,Connecticut,18MAY2020,5835,2878,8792,4899,54.4,45.1,63.6,1375,618,2131,12.8,10.3,15.3,1032,379,1684,365,73.8,43.6,100.0,
CT,Connecticut,19MAY2020,6101,3004,9198,4645,56.8,47.4,66.2,1366,598,2133,12.7,10.0,15.4,1024,373,1675,376,73.2,43.2,100.0,
CT,Connecticut,20MAY2020,6179,3048,9310,4516,57.8,48.3,67.2,1233,526,1940,11.5,8.9,14.2,1023,369,1676,367,73.6,43.3,100.0,
CT,Connecticut,21MAY2020,6092,2989,9196,4598,57.0,47.6,66.4,1212,546,1878,11.3,9.0,13.7,999,369,1629,390,71.9,43.2,100.0,
CT,Connecticut,22MAY2020,6049,2962,9135,4634,56.6,47.3,65.9,1161,528,1794,10.9,8.6,13.1,1000,359,1641,352,74.0,43.9,100.0,
CT,Connecticut,23MAY2020,5956,2911,9002,4689,56.0,46.8,65.1,1136,526,1746,10.7,8.9,12.5,964,349,1580,408,70.3,42.3,98.3,
CT,Connecticut,24MAY2020,5882,2872,8893,4776,55.2,46.1,64.3,1112,506,1717,10.4,8.5,12.4,964,353,1575,406,70.4,42.5,98.3,
CT,Connecticut,25MAY2020,5824,2851,8797,4853,54.5,45.7,63.4,1142,513,1771,10.7,8.5,12.9,977,361,1592,823,54.2,48.3,60.1,
CT,Connecticut,26MAY2020,5916,2910,8923,4836,55.0,46.4,63.7,1162,542,1782,10.8,8.8,12.8,1022,381,1663,778,56.8,50.6,62.9,
DC,District of Columbia,01APR2020,2120,0,4455,1255,62.8,48.1,77.6,281,0,662,8.3,3.2,13.5,388,0,851,204,65.6,37.1,94.1,
DC,District of Columbia,02APR2020,2233,0,4601,1254,64.0,54.1,74.0,345,0,818,9.9,3.0,16.8,517,0,1157,75,87.3,74.8,99.9,
DC,District of Columbia,03APR2020,2161,0,4470,1326,62.0,50.8,73.1,347,0,804,10.0,3.3,16.6,507,0,1126,75,87.1,74.4,99.8,
DC,District of Columbia,04APR2020,1958,0,4178,1530,56.1,43.8,68.4,308,0,751,8.8,2.3,15.3,496,0,1102,78,86.4,73.4,99.4,
DC,District of Columbia,05APR2020,2008,0,4158,1480,57.6,47.8,67.3,361,2,862,10.4,3.3,17.4,512,0,1132,62,89.2,78.6,99.8,
DC,District of Columbia,06APR2020,2062,1,4359,1425,59.1,48.7,69.6,390,0,931,11.2,3.3,19.0,502,0,1111,72,87.5,75.4,99.5,
DC,District of Columbia,07APR2020,2157,3,4536,1380,61.0,51.7,70.3,394,0,916,11.1,4.1,18.2,512,0,1130,113,81.9,64.5,99.3,
DC,District of Columbia,08APR2020,2152,0,4532,1410,60.4,51.0,69.9,438,0,1023,12.3,5.0,19.6,537,0,1190,123,81.4,64.5,98.2,
DC,District of Columbia,09APR2020,2279,0,4779,1283,64.0,57.1,70.8,451,0,1044,12.7,5.5,19.8,536,0,1181,124,81.2,64.5,97.9,
DC,District of Columbia,10APR2020,2172,2,4562,1390,61.0,51.9,70.0,439,0,1024,12.3,4.8,19.8,534,1,1174,126,80.8,63.6,97.9,
DC,District of Columbia,11APR2020,2134,1,4439,1360,61.1,55.2,67.0,425,0,994,12.2,4.3,20.0,508,1,1112,182,73.6,51.5,95.7,
DC,District of Columbia,12APR2020,2152,0,4505,1342,61.6,53.5,69.6,414,0,979,11.9,3.8,19.9,515,0,1134,166,75.2,53.2,97.2,
DC,District of Columbia,13APR2020,2035,0,4317,1459,61.7,51.6,71.8,453,15,1058,13.8,5.3,22.2,438,0,1006,272,64.8,48.4,81.3,
DC,District of Columbia,14APR2020,1981,0,4236,1323,62.9,54.2,71.5,459,0,1127,14.5,7.2,21.8,458,0,977,200,75.2,54.8,95.6,
DC,District of Columbia,15APR2020,2065,275,3855,1089,65.5,56.1,74.8,483,3,997,15.3,7.7,23.0,455,20,891,153,74.5,56.8,92.3,
DC,District of Columbia,16APR2020,2146,330,3962,1008,63.9,55.1,72.6,527,30,1046,15.7,8.5,22.8,494,35,954,129,77.6,60.6,94.5,
DC,District of Columbia,17APR2020,2135,320,3950,1213,63.7,51.9,75.4,530,17,1044,15.8,9.4,22.3,495,27,963,141,78.3,61.7,94.9,
DC,District of Columbia,18APR2020,2071,292,3850,1277,61.9,51.0,72.7,549,20,1078,16.4,9.8,23.0,480,25,936,149,76.5,58.8,94.2,
DC,District of Columbia,19APR2020,2072,315,3830,1310,61.3,50.7,71.8,585,44,1127,17.3,11.0,23.6,506,24,988,109,82.2,66.3,98.2,
DC,District of Columbia,20APR2020,2173,323,4023,1175,64.9,54.0,75.8,572,16,1129,17.1,10.2,24.0,510,23,998,141,78.3,62.9,93.8,
DC,District of Columbia,21APR2020,2176,0,4601,1572,64.6,52.8,76.4,616,0,1428,18.2,10.6,25.7,483,0,1054,240,76.7,60.2,93.2,
DC,District of Columbia,22APR2020,2616,6,5225,1131,69.8,55.8,83.9,765,0,1616,20.4,12.6,28.3,556,0,1128,170,76.6,60.9,92.3,
DC,District of Columbia,23APR2020,2545,0,5248,1390,67.9,54.5,81.2,714,13,1520,19.1,9.6,28.5,546,0,1214,192,78.3,62.6,93.9,
DC,District of Columbia,24APR2020,2468,107,4829,1366,64.4,55.4,73.4,697,0,1485,18.2,8.7,27.6,627,0,1325,124,83.5,69.5,97.5,
DC,District of Columbia,25APR2020,2526,47,5005,1308,65.9,58.0,73.8,661,0,1398,17.2,8.5,26.0,598,0,1267,146,80.4,64.4,96.3,
DC,District of Columbia,26APR2020,2557,33,5080,1286,66.5,58.0,75.1,696,0,1479,18.1,9.0,27.2,497,0,1048,164,75.2,60.8,89.5,
DC,District of Columbia,27APR2020,2579,63,5095,1255,67.3,58.4,76.2,744,0,1591,19.4,9.2,29.6,578,0,1213,151,79.3,63.7,95.0,
DC,District of Columbia,28APR2020,2761,9,5513,1137,70.8,61.3,80.4,801,0,1679,20.5,11.3,29.8,617,0,1300,132,82.4,67.7,97.0,
DC,District of Columbia,29APR2020,2848,212,5484,836,73.7,63.8,83.6,780,5,1659,20.2,12.0,28.3,625,56,1200,73,85.5,73.1,97.9,
DC,District of Columbia,30APR2020,2723,93,5352,961,73.9,64.1,83.7,780,1,1649,21.2,13.5,28.9,583,1,1167,117,83.3,71.9,94.7,
DC,District of Columbia,01MAY2020,2727,1046,4408,512,73.9,65.4,82.5,801,273,1330,21.8,15.5,28.1,585,152,1018,0,83.0,68.9,97.2,
DC,District of Columbia,02MAY2020,2217,233,4202,1370,68.0,59.7,76.4,607,0,1214,18.6,11.2,26.1,468,0,952,172,83.1,72.2,94.0,
DC,District of Columbia,03MAY2020,2503,537,4469,1092,69.6,61.1,78.2,695,83,1306,19.3,12.2,26.4,543,59,1027,100,84.4,72.0,96.9,
DC,District of Columbia,04MAY2020,2483,839,4126,772,72.4,63.0,81.9,689,203,1175,20.1,13.3,26.8,507,107,906,48,79.8,64.8,94.8,
DC,District of Columbia,05MAY2020,2303,622,3984,1157,66.6,56.3,76.9,607,121,1094,17.6,10.9,24.2,475,53,897,86,84.7,72.8,96.6,
DC,District of Columbia,06MAY2020,2444,796,4091,780,70.7,59.8,81.6,600,136,1064,17.3,11.6,23.1,491,145,837,14,88.2,78.4,98.0,
DC,District of Columbia,07MAY2020,2224,694,3754,962,68.9,60.1,77.6,538,116,960,16.6,11.7,21.5,413,76,750,89,81.4,66.0,96.8,
DC,District of Columbia,08MAY2020,2112,627,3597,1086,66.8,60.8,72.7,527,84,970,16.7,11.2,22.1,388,58,718,125,76.6,60.9,92.3,
DC,District of Columbia,09MAY2020,2117,647,3586,858,71.1,61.6,80.6,527,96,958,17.7,11.7,23.7,435,93,777,90,82.8,72.4,93.1,
DC,District of Columbia,10MAY2020,2084,636,3533,902,69.7,61.9,77.6,545,102,987,18.2,12.8,23.6,387,75,699,119,75.2,59.8,90.7,
DC,District of Columbia,11MAY2020,2139,597,3681,937,69.5,59.5,79.6,551,94,1007,17.9,11.8,24.0,385,74,696,123,75.8,60.4,91.2,
DC,District of Columbia,12MAY2020,2147,623,3671,1033,67.5,59.3,75.7,548,99,996,17.2,12.0,22.5,420,84,756,86,82.7,73.1,92.4,
DC,District of Columbia,13MAY2020,2187,650,3724,993,68.8,61.1,76.5,524,93,955,16.5,11.1,21.8,427,86,768,86,83.3,73.5,93.1,
DC,District of Columbia,14MAY2020,2160,625,3694,1073,66.7,58.5,74.9,527,98,956,16.3,11.0,21.5,410,85,735,97,82.0,72.1,92.0,
DC,District of Columbia,15MAY2020,2176,660,3692,1013,67.5,59.8,75.3,534,103,965,16.6,10.9,22.2,387,65,708,113,76.4,61.2,91.5,
DC,District of Columbia,16MAY2020,2087,609,3566,885,70.3,61.5,79.1,515,124,906,17.3,12.8,21.9,404,83,724,104,79.4,67.5,91.4,
DC,District of Columbia,17MAY2020,2093,618,3568,882,71.2,60.8,81.5,517,107,926,17.6,12.6,22.6,394,81,708,123,77.2,65.2,89.2,
DC,District of Columbia,18MAY2020,2079,556,3602,765,68.5,59.3,77.7,527,119,935,17.4,13.5,21.3,385,77,692,118,75.3,63.9,86.6,
DC,District of Columbia,19MAY2020,2165,628,3702,862,74.7,64.2,85.2,506,110,902,17.4,12.7,22.2,393,69,717,111,78.2,65.5,90.8,
DC,District of Columbia,20MAY2020,2228,630,3825,709,75.9,64.9,86.8,492,95,889,16.8,11.6,21.9,425,80,769,99,81.1,69.4,92.7,
DC,District of Columbia,21MAY2020,2172,613,3732,800,74.2,66.2,82.3,447,85,809,15.3,12.4,18.2,400,68,731,112,78.9,66.7,91.1,
DC,District of Columbia,22MAY2020,2221,656,3787,910,70.9,61.3,80.6,479,104,854,15.3,11.5,19.1,413,74,752,98,80.8,68.1,93.5,
DC,District of Columbia,23MAY2020,2149,647,3651,928,69.2,60.5,77.9,431,78,783,13.9,9.6,18.1,384,65,704,122,74.9,59.2,90.7,
DC,District of Columbia,24MAY2020,2100,618,3582,871,70.0,59.9,80.2,464,97,831,15.5,11.1,19.9,402,89,714,107,77.9,66.1,89.6,
DC,District of Columbia,25MAY2020,2119,611,3627,822,71.4,60.8,82.1,474,88,860,16.0,10.8,21.2,398,84,712,108,77.6,65.8,89.4,
DC,District of Columbia,26MAY2020,2096,590,3602,963,67.9,55.8,80.0,421,91,752,13.6,9.6,17.7,386,84,689,146,71.7,58.6,84.8,
DE,Delaware,01APR2020,846,64,1629,757,52.8,38.4,67.1,95,0,202,5.9,1.1,10.7,93,0,207,38,71.2,48.0,94.3,
DE,Delaware,02APR2020,961,49,1874,646,59.8,49.4,70.2,98,0,216,6.1,0.5,11.6,100,0,224,31,76.1,48.7,100.0,
DE,Delaware,03APR2020,895,58,1732,712,55.7,45.0,66.3,180,0,388,11.2,6.1,16.3,104,0,232,28,78.6,53.2,100.0,
DE,Delaware,04APR2020,866,46,1687,737,54.0,43.8,64.2,136,0,293,8.5,3.3,13.7,97,0,221,34,74.2,48.0,100.0,
DE,Delaware,05APR2020,846,36,1655,760,52.7,42.5,62.9,127,0,268,7.9,3.9,11.9,93,0,215,38,71.0,42.0,100.0,
DE,Delaware,06APR2020,856,30,1681,754,53.2,41.3,65.0,137,0,291,8.5,4.0,13.0,96,0,219,36,72.9,44.7,100.0,
DE,Delaware,07APR2020,880,35,1724,728,54.7,40.8,68.6,145,0,302,9.0,5.3,12.8,91,0,212,40,69.5,38.4,100.0,
DE,Delaware,08APR2020,889,34,1743,719,55.3,39.9,70.6,167,0,354,10.4,5.8,14.9,85,0,205,46,64.9,31.8,98.0,
DE,Delaware,09APR2020,983,0,1983,625,61.2,47.7,74.6,198,0,418,12.3,7.2,17.4,103,0,223,29,78.2,59.5,97.0,
DE,Delaware,10APR2020,1064,129,1998,525,61.1,48.3,73.8,225,19,449,13.0,7.9,18.1,118,17,235,13,83.0,65.0,100.0,
DE,Delaware,11APR2020,1126,0,2482,604,65.1,54.3,75.9,200,0,459,11.6,7.3,15.9,120,0,289,22,84.5,71.5,97.5,
DE,Delaware,12APR2020,1141,0,2539,611,65.1,52.8,77.4,212,0,492,12.1,7.6,16.6,123,0,293,19,86.6,75.8,97.5,
DE,Delaware,13APR2020,1165,0,2673,562,66.8,53.8,79.8,240,8,551,13.7,8.4,19.0,131,8,311,11,84.1,62.9,97.5,
DE,Delaware,14APR2020,1421,300,2674,333,57.8,49.4,66.1,271,21,585,11.1,7.4,14.9,179,46,350,0,64.4,45.1,79.1,
DE,Delaware,15APR2020,1400,181,2619,1059,58.6,52.0,65.2,229,37,421,9.6,5.5,13.7,177,0,368,99,66.2,48.0,84.4,
DE,Delaware,16APR2020,1361,160,2562,1018,57.2,52.1,62.4,239,42,435,10.0,6.1,14.0,176,0,369,90,66.1,47.3,84.8,
DE,Delaware,17APR2020,1397,166,2628,979,58.8,51.6,66.0,270,42,499,11.4,6.4,16.4,179,0,378,90,66.5,46.4,86.5,
DE,Delaware,18APR2020,1404,209,2599,973,59.1,52.0,66.1,281,49,513,11.8,6.3,17.4,173,0,360,97,64.1,44.8,83.5,
DE,Delaware,19APR2020,1396,199,2592,983,58.7,51.7,65.7,285,48,522,12.0,6.6,17.4,169,0,349,101,62.7,45.5,79.8,
DE,Delaware,20APR2020,1426,189,2663,951,60.0,53.6,66.4,299,47,551,12.6,7.2,18.0,178,0,375,92,65.8,50.1,81.5,
DE,Delaware,21APR2020,1500,177,2823,964,62.6,54.6,70.6,303,57,548,12.6,6.6,18.6,198,0,415,94,69.9,55.1,84.6,
DE,Delaware,22APR2020,1582,185,2978,881,64.3,56.3,72.3,337,73,601,13.7,7.2,20.2,185,11,386,92,63.6,51.3,75.9,
DE,Delaware,23APR2020,1624,228,3020,834,66.1,56.9,75.3,318,61,575,12.9,7.3,18.6,173,0,372,118,59.5,53.5,65.4,
DE,Delaware,24APR2020,1638,227,3049,818,66.7,57.9,75.5,338,66,610,13.8,7.5,20.1,177,0,379,115,60.6,54.6,66.6,
DE,Delaware,25APR2020,1615,244,2985,841,65.8,55.8,75.7,355,72,638,14.5,7.1,21.8,184,0,397,107,63.2,56.7,69.8,
DE,Delaware,26APR2020,1634,245,3023,818,66.6,57.7,75.6,349,66,632,14.2,7.3,21.2,185,0,391,107,63.4,54.4,72.4,
DE,Delaware,27APR2020,1671,241,3101,792,67.8,59.4,76.3,352,69,635,14.3,7.6,21.0,177,0,376,115,60.6,53.5,67.7,
DE,Delaware,28APR2020,1746,228,3264,719,70.8,63.1,78.5,343,64,622,13.9,7.6,20.3,182,0,406,110,62.3,53.7,71.0,
DE,Delaware,29APR2020,1704,296,3112,1281,57.2,41.0,73.4,315,57,574,10.5,3.6,17.4,191,0,418,282,41.9,26.6,57.2,
DE,Delaware,30APR2020,1711,207,3215,1273,57.4,44.0,70.8,316,54,577,10.6,4.9,16.3,197,3,414,277,41.8,26.6,57.0,
DE,Delaware,01MAY2020,1727,190,3263,899,65.8,58.1,73.4,334,63,604,12.7,6.8,18.6,205,0,424,107,65.7,55.4,76.0,
DE,Delaware,02MAY2020,1668,156,3179,956,63.6,56.7,70.5,317,55,580,12.1,6.7,17.5,207,0,425,106,66.0,51.9,80.1,
DE,Delaware,03MAY2020,1694,214,3174,909,65.1,56.6,73.5,312,59,565,12.0,6.2,17.7,209,3,424,104,66.6,55.0,78.3,
DE,Delaware,04MAY2020,1722,231,3213,889,66.0,56.0,75.9,343,62,624,13.1,7.1,19.1,208,1,435,104,66.8,49.8,83.7,
DE,Delaware,05MAY2020,1784,229,3339,831,68.2,59.5,77.0,334,58,610,12.8,6.6,18.9,209,4,435,100,67.6,60.8,74.4,
DE,Delaware,06MAY2020,1749,181,3318,869,66.8,58.7,74.9,330,59,600,12.6,6.8,18.4,206,0,440,104,66.5,56.4,76.6,
DE,Delaware,07MAY2020,1771,181,3360,851,67.5,59.8,75.3,354,60,648,13.5,7.4,19.6,215,3,453,95,69.3,62.4,76.2,
DE,Delaware,08MAY2020,1745,169,3321,871,66.7,59.2,74.2,326,42,610,12.5,7.2,17.8,196,0,417,118,62.6,51.3,73.8,
DE,Delaware,09MAY2020,1690,36,3343,908,65.1,41.6,88.5,312,45,580,12.0,6.7,17.3,218,3,460,96,69.3,63.0,75.6,
DE,Delaware,10MAY2020,1822,277,3366,781,70.0,63.8,76.1,299,47,550,11.5,6.9,16.1,204,0,438,110,64.8,56.0,73.6,
DE,Delaware,11MAY2020,1676,184,3169,927,64.4,56.9,71.9,302,46,558,11.6,6.6,16.6,198,0,428,116,63.0,55.1,71.0,
DE,Delaware,12MAY2020,1739,166,3311,862,66.9,60.0,73.7,295,40,550,11.3,7.4,15.3,203,0,445,111,64.7,54.3,75.0,
DE,Delaware,13MAY2020,1747,195,3298,873,66.7,59.4,74.0,297,49,545,11.4,6.9,15.8,200,0,451,114,63.6,29.1,97.1,
DE,Delaware,14MAY2020,1779,216,3341,840,67.9,59.3,76.6,293,44,542,11.2,7.2,15.2,212,9,445,102,67.5,58.3,76.7,
DE,Delaware,15MAY2020,1764,171,3358,860,67.2,60.3,74.1,277,28,525,10.5,7.6,13.5,201,1,438,109,64.9,54.7,75.1,
DE,Delaware,16MAY2020,1681,139,3222,937,64.2,58.3,70.1,271,32,510,10.4,7.4,13.3,189,0,408,121,61.1,49.4,72.8,
DE,Delaware,17MAY2020,1647,140,3154,976,62.8,56.8,68.8,274,39,508,10.4,6.9,14.0,187,2,402,123,60.4,52.9,67.9,
DE,Delaware,18MAY2020,1678,137,3220,940,64.1,57.8,70.3,270,34,505,10.3,7.3,13.3,187,1,408,124,60.0,51.1,68.9,
DE,Delaware,19MAY2020,1724,156,3291,900,65.7,59.6,71.8,267,29,505,10.2,7.4,12.9,183,0,406,127,59.0,49.4,68.5,
DE,Delaware,20MAY2020,1763,184,3343,853,67.4,60.3,74.5,257,30,483,9.8,6.9,12.8,179,0,393,131,57.9,43.7,72.0,
DE,Delaware,21MAY2020,1775,170,3380,838,67.9,61.4,74.5,250,25,474,9.6,7.0,12.1,192,9,402,118,62.0,54.3,69.7,
DE,Delaware,22MAY2020,1760,174,3345,862,67.1,61.2,73.1,240,25,454,9.1,6.8,11.5,184,1,393,127,59.2,51.8,66.5,
DE,Delaware,23MAY2020,1690,181,3199,934,64.4,57.3,71.5,248,31,465,9.5,6.7,12.2,188,0,408,121,60.8,52.7,69.0,
DE,Delaware,24MAY2020,1664,176,3152,958,63.5,56.3,70.7,238,25,450,9.1,6.7,11.5,183,0,390,127,59.0,47.9,70.1,
DE,Delaware,25MAY2020,1666,168,3164,948,63.7,56.9,70.6,237,21,454,9.1,6.8,11.4,174,0,396,135,56.3,25.4,87.2,
DE,Delaware,26MAY2020,1715,172,3259,906,65.4,58.0,72.9,236,29,443,9.0,6.4,11.6,185,0,401,124,59.9,40.7,79.0,
FL,Florida,15APR2020,31551,22733,40369,28625,54.6,51.3,57.8,3292,2284,4300,5.7,4.6,6.8,4631,2663,6599,2980,65.6,59.5,71.6,
FL,Florida,16APR2020,29779,23141,36418,27812,52.3,49.3,55.3,3399,2389,4409,6.0,4.9,7.1,4444,2814,6075,2839,64.1,60.5,67.7,
FL,Florida,17APR2020,30018,23073,36963,26949,52.7,49.9,55.6,3178,2212,4144,5.6,4.3,6.8,4406,3195,5618,2472,64.1,59.4,68.8,
FL,Florida,18APR2020,29139,22409,35868,27746,51.3,48.4,54.2,2121,1481,2761,3.7,2.9,4.6,4363,3137,5589,2455,63.9,59.2,68.6,
FL,Florida,19APR2020,29181,22445,35918,27639,51.4,48.5,54.2,2481,1739,3224,4.4,3.4,5.3,4391,3151,5630,2524,63.5,58.8,68.2,
FL,Florida,20APR2020,30017,23270,36764,25758,52.8,50.0,55.7,2388,1668,3108,4.2,3.2,5.2,4498,3256,5740,2246,65.2,60.7,69.7,
FL,Florida,21APR2020,30474,23639,37309,25198,54.6,51.8,57.5,3098,2189,4007,5.6,4.4,6.7,4453,3224,5683,2482,65.9,61.2,70.6,
FL,Florida,22APR2020,30634,23814,37453,23944,55.0,52.1,57.8,2987,2109,3864,5.4,4.2,6.5,4526,3275,5777,2153,65.5,61.3,69.6,
FL,Florida,23APR2020,29677,22902,36452,24872,54.5,51.9,57.1,3064,2150,3979,5.6,4.4,6.8,4388,3149,5628,2249,65.8,61.4,70.2,
FL,Florida,24APR2020,29442,22522,36361,25137,53.9,51.1,56.8,2791,1900,3681,5.1,3.9,6.3,4419,3239,5599,1948,66.5,60.6,72.3,
FL,Florida,25APR2020,28715,22001,35428,25768,52.6,49.5,55.8,2907,1941,3874,5.3,4.0,6.7,4076,2941,5212,2303,63.9,58.6,69.3,
FL,Florida,26APR2020,28801,21978,35625,25936,52.9,49.8,56.0,3011,2031,3991,5.5,4.1,6.9,3984,2840,5127,2422,62.6,57.8,67.5,
FL,Florida,27APR2020,29578,22616,36539,25338,54.0,50.8,57.1,3016,2032,3999,5.5,4.1,6.9,4152,2988,5317,2300,64.5,58.7,70.4,
FL,Florida,28APR2020,30725,23528,37922,24363,55.9,52.9,59.0,3168,2124,4212,5.8,4.3,7.2,4191,3018,5363,2193,65.8,59.8,71.8,
FL,Florida,29APR2020,30842,23302,38382,25879,55.9,52.5,59.3,3111,2128,4095,5.6,4.3,7.0,4306,3051,5562,2403,66.7,61.1,72.3,
FL,Florida,30APR2020,31176,23470,38882,25793,55.0,50.9,59.1,2887,1924,3850,5.1,3.8,6.4,4360,3060,5661,2882,60.1,50.5,69.6,
FL,Florida,01MAY2020,31479,23833,39125,25498,55.3,51.6,58.9,2831,1944,3718,5.0,3.8,6.1,4431,3132,5731,2298,65.8,60.7,71.0,
FL,Florida,02MAY2020,30177,22903,37451,26598,53.0,49.7,56.3,2834,1959,3709,5.0,3.8,6.1,4437,3141,5732,2255,66.2,60.5,71.9,
FL,Florida,03MAY2020,30362,23079,37644,26346,53.4,50.0,56.9,2825,1928,3721,5.0,3.8,6.2,4369,3080,5658,2287,65.4,59.6,71.3,
FL,Florida,04MAY2020,31440,23906,38973,25004,55.5,52.0,58.9,2972,2060,3885,5.2,4.0,6.5,4308,3057,5559,2317,64.5,58.7,70.3,
FL,Florida,05MAY2020,32610,24913,40307,23855,57.8,54.3,61.2,2816,1951,3682,5.0,3.8,6.1,4415,3166,5663,2149,67.5,62.6,72.4,
FL,Florida,06MAY2020,33197,25249,41145,23035,59.1,55.3,63.0,3042,2135,3949,5.4,4.3,6.6,4380,3110,5650,2207,66.7,61.9,71.5,
FL,Florida,07MAY2020,33794,25349,42238,23659,59.3,55.3,63.4,3348,2292,4404,5.9,4.6,7.1,4430,3118,5743,2138,67.0,61.8,72.2,
FL,Florida,08MAY2020,34386,25826,42946,23430,59.9,56.1,63.6,3348,2277,4419,5.8,4.5,7.2,4397,3074,5719,2211,67.1,62.2,72.1,
FL,Florida,09MAY2020,33391,27494,39288,25890,57.9,54.2,61.7,3315,2749,3880,5.8,5.0,6.5,4502,3680,5325,3278,67.9,60.2,75.5,
FL,Florida,10MAY2020,34243,26568,41918,22226,57.8,54.4,61.2,2558,1618,3498,4.3,3.1,5.5,4128,2857,5399,2434,53.1,48.1,58.1,
FL,Florida,11MAY2020,33387,25498,41277,23133,59.1,55.9,62.3,2988,2041,3935,5.3,4.1,6.5,4327,3101,5554,2282,65.9,60.8,70.9,
FL,Florida,12MAY2020,33655,25730,41580,22602,59.6,56.4,62.7,3414,2319,4509,6.0,4.6,7.5,4370,3115,5626,2150,66.6,61.9,71.4,
FL,Florida,13MAY2020,35089,26452,43726,22591,62.4,58.9,65.9,3251,2267,4235,5.8,4.6,7.0,4526,3187,5865,1951,70.1,64.6,75.7,
FL,Florida,14MAY2020,36292,28762,43822,24250,62.7,59.0,66.3,3322,2263,4381,5.7,4.7,6.8,4549,3338,5761,3387,69.4,63.4,75.3,
FL,Florida,15MAY2020,35484,28029,42939,24929,58.7,55.0,62.4,3629,2647,4612,6.0,4.9,7.1,4715,3506,5925,3234,59.3,53.2,65.4,
FL,Florida,16MAY2020,33946,26779,41114,26492,56.1,52.5,59.8,3429,2509,4348,5.7,4.7,6.7,4587,3380,5794,3375,57.6,51.4,63.8,
FL,Florida,17MAY2020,33067,26049,40085,27333,54.7,51.1,58.4,3518,2627,4409,5.8,4.8,6.8,4494,3281,5707,3463,56.5,50.4,62.6,
FL,Florida,18MAY2020,34410,27147,41672,26057,56.9,53.2,60.6,3595,2591,4598,5.9,4.7,7.2,4536,3321,5750,3419,57.1,51.0,63.1,
