state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
ID,Idaho,10MAY2020,1548,768,2327,2547,37.9,27.7,48.1,86,24,161,2.1,0.6,3.8,159,56,262,171,48.2,31.4,65.0,
ID,Idaho,11MAY2020,1674,782,2565,2458,40.8,28.1,53.4,64,0,157,1.6,0.0,3.7,159,66,252,176,48.3,35.5,61.2,
ID,Idaho,12MAY2020,1824,950,2697,2334,43.3,35.0,51.6,66,24,109,1.6,0.6,2.6,176,79,273,158,52.2,41.4,62.9,
ID,Idaho,13MAY2020,1811,911,2710,2305,44.0,34.1,53.9,36,2,69,0.9,0.1,1.6,177,70,285,157,53.0,39.2,66.9,
ID,Idaho,14MAY2020,1780,899,2662,2325,43.2,33.4,53.0,33,3,64,0.8,0.1,1.5,171,66,275,162,50.9,37.8,64.1,
ID,Idaho,15MAY2020,1708,847,2568,2461,41.8,32.1,51.4,34,8,60,0.8,0.3,1.4,175,69,280,164,52.5,39.8,65.3,
ID,Idaho,16MAY2020,1639,822,2457,2520,39.4,30.1,48.8,30,9,52,0.7,0.3,1.2,176,71,281,163,51.9,38.2,65.6,
ID,Idaho,17MAY2020,1601,805,2397,2521,38.7,29.1,48.2,37,1,73,0.9,0.1,1.7,181,71,290,156,53.3,39.4,67.1,
ID,Idaho,18MAY2020,1687,853,2521,2438,40.9,31.9,49.9,44,5,83,1.1,0.2,1.9,197,80,313,136,59.0,44.8,73.3,
ID,Idaho,19MAY2020,1776,891,2660,2343,42.8,33.4,52.3,39,5,72,0.9,0.2,1.7,181,64,298,151,54.2,36.6,71.9,
ID,Idaho,20MAY2020,1862,877,2846,2235,45.3,32.3,58.3,44,17,70,1.1,0.5,1.6,185,77,294,146,55.8,42.6,69.0,
ID,Idaho,21MAY2020,1845,908,2782,2231,45.4,34.2,56.6,40,10,70,1.0,0.4,1.6,192,74,310,139,58.2,42.1,74.4,
ID,Idaho,22MAY2020,1723,843,2603,2485,42.0,32.3,51.7,30,2,57,0.7,0.2,1.3,175,68,282,161,52.9,38.4,67.4,
ID,Idaho,23MAY2020,1653,829,2477,2518,39.5,29.4,49.6,26,4,48,0.6,0.2,1.0,166,57,275,171,49.3,32.8,65.8,
ID,Idaho,24MAY2020,1601,757,2446,2565,38.1,26.6,49.6,28,6,49,0.7,0.3,1.1,168,68,268,166,49.9,36.3,63.5,
ID,Idaho,25MAY2020,1593,812,2374,2579,38.4,28.6,48.2,20,5,36,0.5,0.2,0.8,176,66,286,160,52.8,37.1,68.6,
ID,Idaho,26MAY2020,1686,338,3035,1961,41.0,28.6,53.5,27,12,41,0.6,0.3,0.9,167,0,336,206,50.1,38.4,61.9,
ID,Idaho,27MAY2020,2115,655,3575,1558,57.1,44.7,69.4,31,3,59,0.8,0.4,1.3,235,52,418,144,62.8,50.6,74.9,
ID,Idaho,28MAY2020,2196,612,3781,1595,58.6,45.2,72.0,35,3,67,0.9,0.4,1.4,224,34,415,163,59.2,47.0,71.5,
ID,Idaho,29MAY2020,2223,1286,3160,1898,58.6,47.8,69.5,38,14,61,1.0,0.6,1.4,218,114,321,88,55.8,42.1,69.6,
ID,Idaho,30MAY2020,1631,776,2486,2511,39.5,28.8,50.3,49,15,82,1.2,0.6,1.8,155,55,255,176,51.1,38.6,63.5,
ID,Idaho,31MAY2020,1639,793,2484,2474,40.0,29.7,50.3,55,9,100,1.3,0.4,2.2,152,49,255,179,50.0,36.3,63.7,
ID,Idaho,01JUN2020,1733,832,2634,2378,42.3,32.8,51.9,60,5,115,1.5,0.4,2.6,150,54,247,181,49.4,38.5,60.3,
ID,Idaho,02JUN2020,1876,914,2839,2194,46.3,37.6,54.9,46,3,111,1.1,0.1,2.6,163,60,266,162,54.2,42.0,66.4,
IL,Illinois,01APR2020,18501,8827,28174,14540,53.6,42.1,65.2,3107,745,5470,9.0,4.0,13.9,3350,1084,5616,1817,56.0,37.9,74.2,
IL,Illinois,02APR2020,19318,9555,29081,13691,56.2,46.3,66.0,3175,959,5391,9.2,4.5,13.9,3673,1006,6340,1493,62.3,44.3,80.2,
IL,Illinois,03APR2020,18444,9104,27784,14590,53.5,43.9,63.0,3227,1124,5330,9.3,5.3,13.4,3791,1112,6471,1354,64.8,48.1,81.5,
IL,Illinois,04APR2020,17635,8462,26807,15493,50.9,40.6,61.2,3433,1188,5679,9.9,5.7,14.1,3639,1005,6273,1548,61.4,44.6,78.1,
IL,Illinois,05APR2020,17780,7599,27961,16732,51.4,42.3,60.4,3363,1121,5605,9.7,5.3,14.1,3767,354,7180,2127,63.3,46.3,80.3,
IL,Illinois,06APR2020,17021,7015,27028,17650,51.1,43.1,59.1,3282,1128,5437,9.9,5.8,13.9,3295,0,6754,2654,62.3,46.5,78.0,
IL,Illinois,07APR2020,17760,8023,27497,15902,52.6,44.0,61.3,3404,1242,5566,10.1,6.1,14.1,3285,551,6019,2107,60.8,47.0,74.6,
IL,Illinois,08APR2020,18885,8682,29087,14818,54.7,46.7,62.6,3642,1341,5942,10.5,6.1,15.0,3527,717,6336,1855,64.7,47.2,82.3,
IL,Illinois,09APR2020,18097,9042,27153,16504,54.2,48.1,60.3,3997,1817,6178,11.9,7.7,16.1,2846,335,5357,2606,61.7,50.8,72.5,
IL,Illinois,10APR2020,18132,9445,26818,15280,54.3,47.5,61.0,3581,1326,5835,10.7,6.0,15.4,2667,893,4440,1941,57.6,44.9,70.4,
IL,Illinois,11APR2020,17363,8759,25967,16088,52.5,46.1,59.0,3925,1697,6152,11.9,7.2,16.6,2701,1060,4342,1980,58.5,47.0,70.0,
IL,Illinois,12APR2020,16962,8516,25407,16102,51.6,43.7,59.6,3620,509,6731,11.0,3.7,18.4,2735,1041,4428,1898,59.9,48.9,70.8,
IL,Illinois,13APR2020,15288,7171,23405,17436,50.9,45.7,56.1,3480,290,6670,11.6,3.8,19.4,2280,564,3995,2277,59.5,46.9,72.1,
IL,Illinois,14APR2020,16015,9503,22528,14282,51.4,44.9,57.8,3921,1460,6382,12.6,6.1,19.1,2675,1448,3903,1183,60.6,47.5,73.6,
IL,Illinois,15APR2020,16298,9957,22640,14833,52.4,45.9,58.8,4154,1602,6705,13.3,7.2,19.5,2796,1314,4278,1619,62.8,53.6,71.9,
IL,Illinois,16APR2020,16151,9678,22625,14964,52.3,46.2,58.3,4015,2095,5935,13.0,9.2,16.8,2784,1318,4249,1679,59.1,50.0,68.1,
IL,Illinois,17APR2020,15796,9413,22178,14912,51.9,45.4,58.3,3656,1850,5462,12.0,8.4,15.6,2920,1406,4433,1777,58.7,48.2,69.2,
IL,Illinois,18APR2020,15899,9651,22146,14533,52.2,45.9,58.5,3661,1971,5351,12.0,9.0,15.0,2864,1324,4404,2115,57.4,49.2,65.7,
IL,Illinois,19APR2020,15637,9350,21923,14869,51.3,44.9,57.6,3764,2033,5495,12.3,9.2,15.5,2890,1413,4367,2104,57.9,49.7,66.0,
IL,Illinois,20APR2020,16202,10065,22340,14262,53.1,48.5,57.6,4125,2180,6071,13.5,9.8,17.3,3022,1406,4638,1957,60.6,55.1,66.1,
IL,Illinois,21APR2020,16511,10276,22745,13963,53.9,48.7,59.0,4517,2517,6517,14.7,10.9,18.6,3105,1528,4681,1667,62.5,56.9,68.1,
IL,Illinois,22APR2020,17209,10876,23543,13268,56.5,51.6,61.3,4541,2596,6487,14.9,11.3,18.5,3120,1490,4749,1789,65.1,60.4,69.8,
IL,Illinois,23APR2020,17511,11058,23964,12692,57.5,52.8,62.3,4616,2602,6630,15.2,11.3,19.1,3136,1474,4798,1817,64.0,59.0,68.9,
IL,Illinois,24APR2020,17489,10678,24301,12044,57.8,52.5,63.1,4538,2456,6621,15.0,11.0,19.0,3179,1481,4878,1421,64.9,59.6,70.1,
IL,Illinois,25APR2020,16393,8693,24093,15451,55.6,49.8,61.5,4373,2012,6734,14.8,10.7,19.0,2989,978,5001,2075,65.3,59.6,70.9,
IL,Illinois,26APR2020,17556,10924,24188,12255,55.0,49.4,60.5,4787,2481,7094,15.0,10.5,19.6,3267,1558,4976,1369,64.4,58.2,70.6,
IL,Illinois,27APR2020,16947,10153,23742,12870,56.8,51.3,62.3,4722,2457,6987,15.8,11.4,20.2,3003,1247,4759,1608,65.2,58.5,71.8,
IL,Illinois,28APR2020,17313,10238,24389,12613,57.9,52.5,63.3,4777,2271,7284,16.0,10.8,21.1,3047,1328,4767,1686,64.5,58.4,70.6,
IL,Illinois,29APR2020,17794,10659,24928,13130,59.3,54.1,64.5,4850,2488,7212,16.2,11.8,20.5,3034,1339,4730,1745,64.8,59.5,70.2,
IL,Illinois,30APR2020,18326,11174,25479,12643,59.2,53.9,64.5,4803,2537,7068,15.5,11.4,19.6,3046,1415,4677,1771,63.2,58.4,68.1,
IL,Illinois,01MAY2020,18485,14217,22754,11916,59.8,56.0,63.5,4996,3724,6268,16.2,13.5,18.8,3138,2261,4014,1224,67.3,62.9,71.8,
IL,Illinois,02MAY2020,17625,13473,21777,12320,58.5,54.3,62.7,4320,2946,5694,14.4,11.4,17.3,2758,1882,3634,1550,63.4,57.0,69.8,
IL,Illinois,03MAY2020,17993,13852,22134,12013,60.1,56.4,63.9,5069,3819,6319,16.9,14.3,19.5,2757,1892,3622,1696,62.0,57.1,66.9,
IL,Illinois,04MAY2020,17889,13738,22039,12464,58.9,54.5,63.4,4409,3020,5797,14.5,11.5,17.6,2652,1817,3487,1800,59.7,53.6,65.9,
IL,Illinois,05MAY2020,18051,13834,22267,12078,59.7,55.1,64.3,4752,3384,6119,15.7,12.7,18.8,2838,1963,3713,1609,63.7,59.0,68.4,
IL,Illinois,06MAY2020,18622,14354,22890,11619,61.4,57.2,65.6,5065,3707,6423,16.7,13.9,19.5,2676,1841,3511,1715,60.1,53.7,66.5,
IL,Illinois,07MAY2020,18699,14420,22977,11583,61.7,57.8,65.7,4699,3233,6165,15.5,12.2,18.8,2742,1898,3585,1715,61.5,56.7,66.4,
IL,Illinois,08MAY2020,18254,14161,22347,11498,60.8,56.5,65.2,5000,3679,6321,16.7,13.7,19.6,2575,1814,3336,1834,57.6,51.5,63.7,
IL,Illinois,09MAY2020,17151,13065,21236,12831,57.7,53.1,62.2,4391,3036,5747,14.8,11.5,18.0,2593,1795,3391,1868,58.9,53.6,64.2,
IL,Illinois,10MAY2020,16992,13069,20915,13227,56.2,52.1,60.4,4705,3445,5966,15.6,12.7,18.4,2584,1815,3352,1788,58.0,52.5,63.5,
IL,Illinois,11MAY2020,17508,13559,21457,12764,57.8,53.8,61.8,4623,3363,5882,15.3,12.5,18.0,2592,1836,3348,1788,59.1,54.3,63.9,
IL,Illinois,12MAY2020,18071,13938,22205,12108,60.0,56.3,63.8,4614,3309,5920,15.3,12.4,18.2,2659,1879,3438,1674,60.8,55.9,65.7,
IL,Illinois,13MAY2020,18641,14424,22858,11563,61.5,57.9,65.2,4734,3426,6042,15.6,12.7,18.5,2649,1877,3422,1672,61.3,56.5,66.1,
IL,Illinois,14MAY2020,18530,14332,22727,11573,61.5,58.0,65.1,4625,3335,5916,15.4,12.5,18.3,2630,1851,3408,1720,60.4,55.6,65.2,
IL,Illinois,15MAY2020,18296,14148,22444,11669,60.8,57.1,64.6,4536,3306,5765,15.1,12.4,17.7,2597,1835,3358,1756,59.5,54.6,64.4,
IL,Illinois,16MAY2020,17902,13683,22121,12687,59.6,55.6,63.6,4537,3340,5733,15.1,12.5,17.7,2566,1808,3324,1948,57.9,52.8,63.0,
IL,Illinois,17MAY2020,17299,13271,21328,13529,56.1,51.5,60.8,4262,3095,5429,13.8,11.2,16.4,2581,1834,3328,1926,57.6,52.0,63.2,
IL,Illinois,18MAY2020,18139,14014,22265,12738,58.8,55.2,62.3,4381,3198,5565,14.2,11.7,16.7,2636,1897,3374,2019,56.7,51.4,62.0,
IL,Illinois,19MAY2020,18920,14568,23272,11726,61.1,57.5,64.7,4434,3230,5639,14.3,11.7,17.0,2711,1951,3472,1841,59.7,54.1,65.2,
IL,Illinois,20MAY2020,19607,15175,24039,10927,63.9,60.6,67.2,4344,3172,5516,14.2,11.7,16.6,2744,1984,3505,1738,61.1,56.3,65.8,
IL,Illinois,21MAY2020,18793,14458,23128,12560,60.5,56.4,64.6,4222,3062,5382,13.6,11.2,16.0,2673,1910,3436,1817,59.7,54.5,64.8,
IL,Illinois,22MAY2020,19205,14778,23631,11842,61.7,58.4,65.0,4200,3089,5311,13.5,11.1,15.9,2693,1898,3488,1919,58.5,54.4,62.6,
IL,Illinois,23MAY2020,17699,13237,22162,13628,57.7,53.5,61.9,4003,2928,5078,13.1,10.8,15.3,2619,1774,3465,2088,56.9,52.4,61.3,
IL,Illinois,24MAY2020,17323,13241,21405,13358,55.0,50.9,59.1,4007,2933,5080,12.7,10.5,15.0,2645,1872,3419,1927,56.2,51.7,60.7,
IL,Illinois,25MAY2020,17565,13501,21630,13480,56.7,53.4,59.9,4011,2944,5077,12.9,10.7,15.1,2561,1846,3277,2031,56.8,52.2,61.5,
IL,Illinois,26MAY2020,18369,14054,22684,12863,58.9,55.4,62.3,4033,2979,5086,12.9,10.7,15.1,2714,1891,3536,1887,59.4,54.7,64.1,
IL,Illinois,27MAY2020,19430,14843,24017,11802,62.2,58.7,65.7,3752,2714,4791,12.0,9.9,14.1,2854,2031,3678,1783,61.5,57.4,65.6,
IL,Illinois,28MAY2020,19380,13209,25552,13080,63.0,59.7,66.3,3721,2683,4759,12.1,9.2,15.0,2918,1464,4371,2065,63.9,58.0,69.7,
IL,Illinois,29MAY2020,20197,15407,24986,11529,61.1,57.4,64.7,3501,2517,4484,10.6,8.6,12.5,3092,2247,3938,1638,61.9,57.5,66.3,
IL,Illinois,30MAY2020,18717,14303,23131,12490,59.1,55.4,62.8,3582,2603,4560,11.3,9.4,13.3,2497,1771,3224,2076,53.0,47.1,58.9,
IL,Illinois,31MAY2020,18202,13955,22448,12939,57.6,54.0,61.1,3541,2572,4510,11.2,9.3,13.1,2364,1677,3051,2217,50.0,44.2,55.8,
IL,Illinois,01JUN2020,18325,14074,22575,12906,57.8,54.2,61.4,3350,2440,4259,10.6,8.8,12.3,2629,1882,3376,1922,56.2,51.7,60.6,
IL,Illinois,02JUN2020,19182,14780,23584,12365,59.9,56.5,63.4,3375,2459,4291,10.5,8.7,12.4,2767,1974,3561,1823,58.7,53.0,64.4,
IN,Indiana,01APR2020,8835,4558,13112,7801,48.9,41.9,55.8,2474,1104,3844,13.7,10.3,17.1,1701,686,2717,722,58.9,47.1,70.7,
IN,Indiana,02APR2020,8817,4507,13127,7771,48.9,41.8,56.0,2430,1143,3717,13.5,10.4,16.5,1719,693,2745,757,58.3,46.8,69.9,
IN,Indiana,03APR2020,8754,4429,13079,7968,48.1,41.0,55.2,2488,1198,3778,13.7,10.6,16.7,1712,691,2732,805,57.1,45.7,68.5,
IN,Indiana,04APR2020,8621,4303,12940,8135,47.2,39.7,54.8,2478,1113,3842,13.6,9.8,17.4,1840,718,2962,883,57.3,46.0,68.5,
IN,Indiana,05APR2020,8629,4728,12530,9410,47.5,40.4,54.6,2601,1274,3928,14.3,11.1,17.6,1708,676,2740,1438,54.2,39.9,68.4,
IN,Indiana,06APR2020,8811,4963,12659,9397,46.4,40.2,52.7,2066,836,3297,10.9,7.9,13.9,2063,977,3149,1085,58.9,50.3,67.6,
IN,Indiana,07APR2020,8535,5537,11534,10802,44.0,39.4,48.7,1960,1160,2761,10.1,7.4,12.8,1839,910,2767,1497,54.8,47.0,62.6,
IN,Indiana,08APR2020,9086,5943,12229,10213,47.1,42.5,51.7,2209,1339,3079,11.4,8.5,14.4,1937,1014,2861,1317,59.6,53.0,66.1,
IN,Indiana,09APR2020,8727,5577,11877,10480,46.5,41.1,51.9,2010,1200,2820,10.7,7.9,13.5,1910,953,2867,1467,60.0,53.8,66.2,
IN,Indiana,10APR2020,8709,5875,11543,10338,45.6,40.9,50.3,1763,1063,2464,9.2,6.9,11.6,2157,1187,3127,1495,59.2,53.5,64.8,
IN,Indiana,11APR2020,8515,5743,11288,10466,44.9,40.6,49.3,1782,1092,2473,9.4,7.1,11.7,2108,1145,3071,1524,58.2,52.2,64.2,
IN,Indiana,12APR2020,8670,5767,11572,10287,45.7,41.3,50.2,1731,1057,2405,9.1,6.8,11.5,1818,989,2647,1266,59.0,52.2,65.9,
IN,Indiana,13APR2020,8917,5957,11876,10023,47.4,43.1,51.6,2125,1301,2949,11.3,8.5,14.0,1962,1052,2871,1480,57.4,51.8,63.0,
IN,Indiana,14APR2020,8943,6217,11669,9912,46.8,42.7,50.9,1959,1230,2688,10.3,8.2,12.3,1692,965,2420,1458,54.4,47.5,61.3,
IN,Indiana,15APR2020,8826,6087,11565,10182,46.0,41.3,50.7,1874,1208,2540,9.8,7.9,11.6,1628,977,2279,1497,51.6,44.4,58.7,
IN,Indiana,16APR2020,9196,6510,11881,10091,47.7,42.6,52.9,2021,1404,2638,10.5,8.7,12.3,1690,1025,2356,1488,52.8,45.7,59.9,
IN,Indiana,17APR2020,9420,5892,12948,9861,49.6,43.2,56.1,1983,1170,2796,10.4,8.6,12.3,1858,847,2870,1812,53.5,45.7,61.4,
IN,Indiana,18APR2020,9386,5294,13478,9532,50.0,41.2,58.9,1914,1065,2763,10.2,8.2,12.2,1579,747,2410,1742,48.4,39.8,57.0,
IN,Indiana,19APR2020,9234,5347,13122,9530,49.2,41.8,56.6,1857,1014,2700,9.9,7.8,12.0,1588,780,2397,1667,48.8,39.3,58.3,
IN,Indiana,20APR2020,9312,5470,13154,9426,49.5,42.2,56.9,1917,1048,2786,10.2,8.1,12.3,1656,828,2484,1600,50.5,41.5,59.5,
IN,Indiana,21APR2020,9627,6298,12956,8405,51.5,45.0,58.0,2075,1252,2899,11.1,8.9,13.3,1791,965,2617,1389,54.9,47.4,62.5,
IN,Indiana,22APR2020,8644,5437,11852,8887,48.0,41.6,54.4,1778,1029,2528,9.9,7.6,12.2,1709,885,2533,1426,53.8,45.3,62.3,
IN,Indiana,23APR2020,8529,5269,11790,9179,48.3,41.7,54.8,1683,957,2410,9.5,7.3,11.8,1694,856,2533,1526,53.0,43.8,62.1,
IN,Indiana,24APR2020,8411,5216,11607,9220,47.5,40.8,54.3,1656,901,2411,9.4,7.0,11.7,1715,884,2546,1473,53.3,45.0,61.7,
IN,Indiana,25APR2020,8258,5115,11402,9393,46.9,40.3,53.4,1646,922,2369,9.3,7.3,11.4,1663,831,2494,1543,52.1,43.1,61.2,
IN,Indiana,26APR2020,7941,4561,11321,10331,45.1,38.4,51.8,1596,800,2391,9.0,6.8,11.3,1679,713,2644,1677,52.4,41.1,63.7,
IN,Indiana,27APR2020,8773,5279,12268,9855,47.1,41.2,52.9,1837,999,2675,9.9,7.5,12.2,1772,854,2690,1718,50.9,43.1,58.7,
IN,Indiana,28APR2020,8841,5438,12244,9538,47.6,41.4,53.7,1633,948,2319,8.8,6.3,11.3,1824,948,2700,1502,52.6,44.3,60.9,
IN,Indiana,29APR2020,9182,5709,12655,9221,50.3,44.5,56.1,1718,1004,2433,9.4,7.3,11.6,1744,892,2595,1654,52.3,45.3,59.2,
IN,Indiana,30APR2020,9299,5499,13099,9770,50.0,43.8,56.1,1697,907,2487,9.1,7.1,11.1,1754,781,2726,1894,51.4,44.6,58.1,
IN,Indiana,01MAY2020,9346,7074,11618,9350,49.1,44.6,53.7,1716,1245,2186,9.0,7.5,10.5,1804,1262,2345,1294,48.6,42.6,54.5,
IN,Indiana,02MAY2020,8498,6234,10762,10530,45.6,40.8,50.3,1537,1078,1996,8.2,6.8,9.7,1554,981,2128,1661,51.6,45.7,57.4,
IN,Indiana,03MAY2020,8459,6192,10725,10677,44.5,39.9,49.0,1515,1071,1959,8.0,6.5,9.4,1881,1234,2528,1355,58.8,51.7,65.9,
IN,Indiana,04MAY2020,8790,6635,10944,9709,46.6,42.4,50.8,1682,1211,2154,8.9,7.5,10.3,1667,1121,2214,1591,50.3,44.9,55.6,
IN,Indiana,05MAY2020,9318,6885,11751,9179,50.2,46.8,53.6,1735,1226,2244,9.3,7.9,10.8,1790,1193,2387,1546,55.0,49.1,60.8,
IN,Indiana,06MAY2020,9683,7201,12164,8557,53.0,49.4,56.7,1701,1200,2202,9.3,7.9,10.8,1709,1155,2262,1533,52.6,47.0,58.2,
IN,Indiana,07MAY2020,9621,7083,12159,8835,52.2,48.7,55.7,1556,1108,2005,8.4,7.1,9.8,1761,1189,2332,1496,54.6,49.2,59.9,
IN,Indiana,08MAY2020,9505,6958,12052,8819,51.7,48.0,55.4,1448,1007,1889,7.9,6.5,9.2,1720,1108,2332,1518,52.5,46.1,58.9,
IN,Indiana,09MAY2020,9338,6809,11866,9245,50.6,46.7,54.4,1420,966,1875,7.7,6.3,9.1,1697,1142,2252,1420,52.2,45.2,59.3,
IN,Indiana,10MAY2020,8793,6375,11211,9935,47.5,43.3,51.7,1422,986,1859,7.7,6.3,9.1,1621,1015,2226,1562,52.1,45.1,59.1,
IN,Indiana,11MAY2020,9087,6496,11677,9519,49.1,44.5,53.8,1503,1036,1970,8.1,6.7,9.6,1488,932,2044,1692,47.6,41.3,54.0,
IN,Indiana,12MAY2020,9569,7220,11918,8643,50.9,46.6,55.3,1481,1073,1889,7.9,6.7,9.1,1719,1171,2267,1390,52.3,46.4,58.2,
IN,Indiana,13MAY2020,9502,7096,11908,8704,52.2,47.9,56.5,1527,1101,1953,8.4,7.0,9.8,1662,1103,2222,1481,53.9,47.8,59.9,
IN,Indiana,14MAY2020,9545,7117,11972,8591,52.7,48.4,57.0,1439,1031,1848,7.9,6.6,9.3,1736,1142,2330,1353,55.5,49.3,61.8,
IN,Indiana,15MAY2020,9494,7088,11900,8773,52.0,47.3,56.7,1382,990,1774,7.6,6.3,8.8,1717,1131,2303,1332,55.8,49.2,62.5,
IN,Indiana,16MAY2020,9165,6852,11479,9131,50.0,45.1,54.9,1295,935,1655,7.1,6.0,8.1,1640,1104,2175,1391,54.3,47.6,60.9,
IN,Indiana,17MAY2020,8843,6605,11081,9331,48.5,43.8,53.2,1347,967,1726,7.4,6.2,8.6,1614,1078,2151,1350,54.3,47.9,60.7,
IN,Indiana,18MAY2020,9093,6814,11371,9029,50.0,45.6,54.5,1356,976,1736,7.5,6.2,8.7,1556,1038,2074,1393,52.7,46.6,58.8,
IN,Indiana,19MAY2020,9730,7272,12188,8413,53.7,48.9,58.6,1370,984,1756,7.6,6.3,8.8,1729,1156,2302,1314,56.8,50.8,62.8,
IN,Indiana,20MAY2020,10308,7674,12943,7795,56.8,51.3,62.2,1297,922,1672,7.1,5.9,8.4,1733,1166,2300,1207,58.6,52.4,64.7,
IN,Indiana,21MAY2020,9912,7257,12566,8009,55.3,51.0,59.6,1296,920,1672,7.2,6.1,8.3,1739,1085,2392,1197,59.5,50.2,68.8,
IN,Indiana,22MAY2020,9872,7134,12609,8102,55.7,50.6,60.7,1287,899,1675,7.3,6.1,8.4,1871,1111,2632,1069,63.6,52.4,74.8,
IN,Indiana,23MAY2020,10232,7110,13354,8778,54.8,48.7,60.9,1234,833,1636,6.6,5.3,7.9,1719,1019,2419,1153,61.4,54.1,68.7,
IN,Indiana,24MAY2020,9937,7498,12377,8330,52.2,47.7,56.7,1246,898,1595,6.5,5.4,7.7,1762,1238,2285,1016,60.9,54.2,67.6,
IN,Indiana,25MAY2020,9493,7048,11938,8783,51.9,47.6,56.3,1198,837,1559,6.6,5.4,7.7,1460,963,1957,1351,52.0,44.7,59.4,
IN,Indiana,26MAY2020,9726,7235,12216,8030,54.5,50.2,58.8,1243,888,1599,7.0,5.8,8.2,1486,969,2003,1223,53.2,45.7,60.7,
IN,Indiana,27MAY2020,10182,7313,13052,7991,56.9,52.1,61.6,1188,805,1571,6.6,5.4,7.9,1700,1065,2336,1203,59.8,50.5,69.0,
IN,Indiana,28MAY2020,10653,7519,13786,8108,58.6,53.6,63.7,1146,781,1511,6.3,5.1,7.5,1813,1008,2619,1235,61.6,50.6,72.7,
IN,Indiana,29MAY2020,10971,8151,13791,6880,58.8,53.9,63.6,1151,832,1471,6.2,5.1,7.2,1947,1203,2691,1147,63.6,57.7,69.5,
IN,Indiana,30MAY2020,9892,7203,12581,8353,54.7,50.1,59.3,1027,687,1367,5.7,4.6,6.8,1774,1135,2413,1203,58.3,52.3,64.2,
IN,Indiana,31MAY2020,9521,6906,12136,8775,52.5,47.8,57.2,994,659,1329,5.5,4.4,6.6,1677,1057,2297,1295,55.1,49.0,61.2,
IN,Indiana,01JUN2020,9486,6854,12117,8507,53.2,48.4,57.9,949,618,1280,5.3,4.2,6.5,1642,1037,2247,1385,52.9,47.3,58.5,
IN,Indiana,02JUN2020,9907,7193,12620,8032,55.7,50.8,60.6,958,620,1296,5.4,4.2,6.5,1739,1100,2378,1165,58.5,52.2,64.8,
KS,Kansas,15APR2020,3366,1268,5463,6443,34.3,28.9,39.7,172,59,285,1.8,1.4,2.1,398,20,815,389,48.8,27.4,70.2,
KS,Kansas,16APR2020,3391,1232,5549,6462,34.7,28.8,40.6,216,98,334,2.2,1.7,2.7,441,30,869,364,45.4,26.0,64.9,
KS,Kansas,17APR2020,3380,1575,5186,6421,35.3,30.3,40.3,171,52,290,1.8,1.1,2.5,458,75,841,503,48.3,29.5,67.0,
KS,Kansas,18APR2020,3316,1568,5064,6270,35.0,30.3,39.7,155,65,245,1.6,1.1,2.1,426,49,803,522,45.4,22.9,67.8,
KS,Kansas,19APR2020,3187,1525,4850,6298,33.6,28.8,38.4,148,59,237,1.6,1.0,2.1,438,55,822,499,46.7,27.0,66.4,
KS,Kansas,20APR2020,3267,1744,4790,6031,34.5,29.3,39.6,159,65,254,1.7,1.0,2.3,409,58,759,600,43.9,28.2,59.6,
KS,Kansas,21APR2020,3525,1947,5104,5882,37.7,32.8,42.6,190,87,294,2.0,1.4,2.7,512,143,882,511,50.5,33.7,67.2,
KS,Kansas,22APR2020,3546,1928,5163,6137,37.2,32.3,42.1,181,82,281,1.9,1.2,2.6,499,142,856,474,48.8,33.3,64.4,
KS,Kansas,23APR2020,3527,1917,5137,6079,36.6,31.6,41.7,207,97,317,2.1,1.4,2.9,521,142,900,470,51.9,35.1,68.7,
KS,Kansas,24APR2020,3603,1982,5225,5874,37.3,32.5,42.1,186,85,288,1.9,1.2,2.6,513,145,881,478,52.2,36.0,68.3,
KS,Kansas,25APR2020,3497,1976,5019,5819,37.0,32.4,41.7,189,96,282,2.0,1.3,2.7,503,137,869,483,51.0,34.4,67.6,
KS,Kansas,26APR2020,3366,1986,4746,5862,36.2,31.1,41.3,178,68,289,1.9,1.0,2.8,500,199,801,500,50.5,36.8,64.3,
KS,Kansas,27APR2020,3548,2133,4963,5616,38.6,33.8,43.5,223,107,339,2.4,1.6,3.3,486,199,773,505,48.6,36.9,60.4,
KS,Kansas,28APR2020,3746,2263,5230,5525,40.6,36.1,45.1,234,89,379,2.5,1.4,3.6,510,210,809,497,51.5,37.9,65.1,
