area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,title,category,county_code,div_code,county_name,population
17140,"Cincinnati, OH-KY-IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,24480,5.9,22.595,1.11,,33.83,70370,1.4,25.17,27.91,32.4,38.17,45.9,52350,58050,67380,79390,95470,,,"Cincinnati, OH-KY-IN",Metropolitan,"['18029', '18047', '18115', '21015', '21023', '21037', '21077', '21081', '21117', '21191', '39015', '39017', '39025', '39061', '39165']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['      Dearborn County, IN', '      Franklin County, IN', '      Ohio County, IN', '      Boone County, KY', '      Bracken County, KY', '      Campbell County, KY', '      Gallatin County, KY', '      Grant County, KY', '      Kenton County, KY', '      Pendleton County, KY', '      Brown County, OH', '      Butler County, OH', '      Clermont County, OH', '      Hamilton County, OH', '      Warren County, OH']","[49458, 22758, 5875, 133581, 8303, 93584, 8869, 25069, 166998, 14590, 43432, 383134, 206428, 817473, 234602]"
17300,"Clarksville, TN-KY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1150,17.6,13.328,0.66,,30.29,63000,2.1,21.89,26.76,30.79,34.78,37.84,45530,55650,64040,72340,78700,,,"Clarksville, TN-KY",Metropolitan,"['21047', '21221', '47125', '47161']","[None, None, None, None]","['      Christian County, KY', '      Trigg County, KY', '      Montgomery County, TN', '      Stewart County, TN']","[70461, 14651, 208993, 13715]"
17420,"Cleveland, TN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,540,43,11.618,0.57,,25.65,53360,2.7,20.37,22.76,25.81,28.59,30.28,42370,47340,53690,59470,62990,,,"Cleveland, TN",Metropolitan,"['47011', '47139']","[None, None]","['      Bradley County, TN', '      Polk County, TN']","[108110, 16832]"
17460,"Cleveland-Elyria, OH",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,25600,7.9,24.443,1.2,,34.45,71650,1.4,26.28,29.12,33.89,38.51,45.08,54660,60560,70490,80090,93760,,,"Cleveland-Elyria, OH",Metropolitan,"['39035', '39055', '39085', '39093', '39103']","[None, None, None, None, None]","['      Cuyahoga County, OH', '      Geauga County, OH', '      Lake County, OH', '      Lorain County, OH', '      Medina County, OH']","[1235072, 93649, 230149, 309833, 179746]"
17660,"Coeur d'Alene, ID",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1500,35.1,23.63,1.16,,36.85,76650,4.1,26.91,31.75,36.71,42.8,48.02,55970,66030,76350,89020,99890,,,"Coeur d'Alene, ID",Metropolitan,['16055'],[None],"['      Kootenai County, ID']",[165697]
17780,"College Station-Bryan, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1600,9,14.23,0.7,,34.12,70980,2.4,25.19,28.32,33.38,39.98,46.81,52400,58900,69440,83160,97360,,,"College Station-Bryan, TX",Metropolitan,"['48041', '48051', '48395']","[None, None, None]","['      Brazos County, TX', '      Burleson County, TX', '      Robertson County, TX']","[229211, 18443, 17074]"
17820,"Colorado Springs, CO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5970,4.5,20.746,1.02,,35.95,74780,1.9,25.98,30.12,35.73,42.27,48.41,54040,62650,74320,87920,100700,,,"Colorado Springs, CO",Metropolitan,"['08041', '08119']","[None, None]","['      El Paso County, CO', '      Teller County, CO']","[720403, 25388]"
17860,"Columbia, MO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3410,1.8,35.958,1.77,,33.16,68960,2.9,23.65,27.82,32.82,37.94,43.32,49190,57860,68260,78920,90110,,,"Columbia, MO",Metropolitan,"['29019', '29089']","[None, None]","['      Boone County, MO', '      Howard County, MO']","[180463, 10001]"
17900,"Columbia, SC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,8670,2.9,22.675,1.12,,30.91,64290,2,23.35,26.71,30.86,35.97,39.31,48560,55550,64200,74820,81770,,,"Columbia, SC",Metropolitan,"['45017', '45039', '45055', '45063', '45079', '45081']","[None, None, None, None, None, None]","['      Calhoun County, SC', '      Fairfield County, SC', '      Kershaw County, SC', '      Lexington County, SC', '      Richland County, SC', '      Saluda County, SC']","[14553, 22347, 66551, 298750, 415759, 20473]"
17980,"Columbus, GA-AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2310,10.3,19.949,0.98,,30.05,62500,1.7,21.55,24.81,29.66,35.26,38.68,44820,51610,61690,73340,80450,,,"Columbus, GA-AL",Metropolitan,"['01113', '13053', '13145', '13197', '13215']","[None, None, None, None, None]","['      Russell County, AL', '      Chattahoochee County, GA', '      Harris County, GA', '      Marion County, GA', '      Muscogee County, GA']","[57961, 10907, 35236, 8359, 195769]"
18020,"Columbus, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,590,4.9,11.602,0.57,,30.06,62520,2.2,24.58,26.44,29.49,34.16,37.8,51130,55000,61330,71050,78620,,,"Columbus, IN",Metropolitan,['18005'],[None],"['      Bartholomew County, IN']",[83779]
18140,"Columbus, OH",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,23250,9.3,21.94,1.08,,32.83,68280,1.8,24.89,27.13,30.74,37.65,45.85,51770,56440,63940,78320,95360,,,"Columbus, OH",Metropolitan,"['39041', '39045', '39049', '39089', '39097', '39117', '39129', '39159']","[None, None, None, None, None, None, None, None]","['      Delaware County, OH', '      Fairfield County, OH', '      Franklin County, OH', '      Licking County, OH', '      Madison County, OH', '      Morrow County, OH', '      Pickaway County, OH', '      Union County, OH']","[209177, 157574, 1316756, 176862, 44731, 35328, 58457, 58988]"
18580,"Corpus Christi, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3770,9.5,19.96,0.98,,31.54,65600,1.9,21.26,27.26,32.53,36.97,40.8,44230,56690,67660,76890,84870,,,"Corpus Christi, TX",Metropolitan,"['48007', '48355', '48409']","[None, None, None]","['      Aransas County, TX', '      Nueces County, TX', '      San Patricio County, TX']","[23510, 362294, 66730]"
18880,"Crestview-Fort Walton Beach-Destin, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1630,17.9,14.478,0.71,,29.07,60460,2.1,20.61,23.73,28.07,33.35,38.3,42860,49350,58380,69370,79650,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,,,,
19060,"Cumberland, MD-WV",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1300,5.7,35.424,1.74,,34.43,71610,2.6,25.2,28.59,33.8,39.15,46.43,52420,59470,70290,81430,96580,,,"Cumberland, MD-WV",Metropolitan,"['24001', '54057']","[None, None]","['      Allegany County, MD', '      Mineral County, WV']","[70416, 26868]"
19100,"Dallas-Fort Worth-Arlington, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,60620,3,16.577,0.82,,36.89,76740,1,26.55,30.68,36.27,43.38,48.88,55220,63820,75440,90230,101660,,,"Dallas-Fort Worth-Arlington, TX",Metropolitan,"['48251', '48367', '48439', '48497']","['23104', '23104', '23104', '23104']","['      Johnson County, TX', '      Parker County, TX', '      Tarrant County, TX', '      Wise County, TX']","[175817, 142878, 2102515, 69984]"
19140,"Dalton, GA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,850,5.5,13.275,0.65,,30.08,62570,1.9,21.43,25.17,29.59,35.1,38.79,44580,52340,61540,73000,80680,,,"Dalton, GA",Metropolitan,"['13213', '13313']","[None, None]","['      Murray County, GA', '      Whitfield County, GA']","[40096, 104628]"
19180,"Danville, IL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,600,11.8,22.464,1.11,,34.15,71040,1.8,24.81,28.12,32.95,38.81,46.31,51600,58480,68530,80730,96330,,,"Danville, IL",Metropolitan,['17183'],[None],"['      Vermilion County, IL']",[75758]
19300,"Daphne-Fairhope-Foley, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1310,17.3,17.533,0.86,,29.06,60440,1.8,23.46,25.96,28.42,30.91,36.48,48800,54000,59110,64290,75870,,,"Daphne-Fairhope-Foley, AL",Metropolitan,,,,
19340,"Davenport-Moline-Rock Island, IA-IL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4450,13.3,24.386,1.2,,26.27,54640,2.1,19.78,22.14,25.97,29.72,34.28,41130,46050,54030,61810,71310,,,"Davenport-Moline-Rock Island, IA-IL",Metropolitan,"['17073', '17131', '17161', '19163']","[None, None, None, None]","['      Henry County, IL', '      Mercer County, IL', '      Rock Island County, IL', '      Scott County, IA']","[48913, 15437, 141879, 172943]"
19380,"Dayton, OH",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,12100,11,31.801,1.57,,33.53,69730,1.4,25.29,28.07,32.64,37.61,44.03,52590,58380,67900,78230,91580,,,"Dayton, OH",Metropolitan,"['39057', '39109', '39113', '39135']","[None, None, None, None]","['      Greene County, OH', '      Miami County, OH', '      Montgomery County, OH', '      Preble County, OH']","[168937, 106987, 531687, 40882]"
19460,"Decatur, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,960,7,17.355,0.85,,24.03,49980,2.6,18.82,20.61,23.2,27.53,31.5,39140,42870,48260,57260,65510,,,"Decatur, AL",Metropolitan,"['01079', '01103']","[None, None]","['      Lawrence County, AL', '      Morgan County, AL']","[32924, 119679]"
19500,"Decatur, IL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1160,6.9,23.576,1.16,,29.7,61780,2.4,20.54,24.96,29.35,34.85,39.45,42720,51920,61040,72490,82050,,,"Decatur, IL",Metropolitan,['17115'],[None],"['      Macon County, IL']",[104009]
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5120,14.2,25.722,1.27,,28.22,58700,2,20.9,23.98,27.74,31.15,37.17,43480,49880,57700,64800,77310,,,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan,['12127'],[None],"['      Volusia County, FL']",[553284]
19740,"Denver-Aurora-Lakewood, CO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,29710,3.2,19.635,0.97,,37.39,77770,0.9,26.75,31.09,36.73,43.82,49.33,55630,64660,76410,91140,102610,,,"Denver-Aurora-Lakewood, CO",Metropolitan,"['08001', '08005', '08014', '08019', '08031', '08035', '08039', '08047', '08059', '08093']","[None, None, None, None, None, None, None, None, None, None]","['      Adams County, CO', '      Arapahoe County, CO', '      Broomfield County, CO', '      Clear Creek County, CO', '      Denver County, CO', '      Douglas County, CO', '      Elbert County, CO', '      Gilpin County, CO', '      Jefferson County, CO', '      Park County, CO']","[517421, 656590, 9700, 727211, 351154, 26729, 6243, 582881, 18845]"
19780,"Des Moines-West Des Moines, IA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,7280,7.9,19.573,0.96,,30.19,62790,1.5,24.44,26.43,29.41,34.14,38.12,50840,54970,61170,71010,79290,,,"Des Moines-West Des Moines, IA",Metropolitan,"['19049', '19077', '19121', '19153', '19181']","[None, None, None, None, None]","['      Dallas County, IA', '      Guthrie County, IA', '      Madison County, IA', '      Polk County, IA', '      Warren County, IA']","[93453, 10689, 16338, 490161, 51466]"
19820,"Detroit-Warren-Dearborn, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,41400,4.9,20.901,1.03,,36.45,75810,0.8,26.97,31.02,36.06,41.62,47.51,56090,64510,75010,86560,98810,,,"Detroit-Warren-Dearborn, MI",Metropolitan,"['26087', '26093', '26099', '26125', '26147']","['47644', '47644', '47644', '47644', '47644']","['      Lapeer County, MI', '      Livingston County, MI', '      Macomb County, MI', '      Oakland County, MI', '      St. Clair County, MI']","[87607, 191995, 873972, 1257584]"
20020,"Dothan, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1980,4.5,34.614,1.7,,28.8,59900,2.3,20.53,23.63,28.09,33.5,39.14,42700,49140,58430,69670,81400,,,"Dothan, AL",Metropolitan,"['01061', '01067', '01069']","[None, None, None]","['      Geneva County, AL', '      Henry County, AL', '      Houston County, AL']","[26271, 17205, 105882]"
20100,"Dover, DE",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1520,5.2,23.531,1.16,,33.37,69400,1.8,26.46,29.33,33.61,37.44,40.08,55030,61010,69910,77870,83370,,,"Dover, DE",Metropolitan,['10001'],[None],"['      Kent County, DE']",[180786]
20220,"Dubuque, IA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1410,3.3,23.833,1.17,,28.29,58840,1.8,21.57,24.86,27.89,31.49,36.52,44860,51710,58020,65490,75960,,,"Dubuque, IA",Metropolitan,['19061'],[None],"['      Dubuque County, IA']",[97311]
20260,"Duluth, MN-WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4720,11.6,36.715,1.81,,32.71,68040,4.4,24.39,26.84,30.99,37.49,45.32,50730,55820,64460,77980,94260,,,"Duluth, MN-WI",Metropolitan,"['27017', '27137', '55031']","[None, None, None]","['      Carlton County, MN', '      St. Louis County, MN', '      Douglas County, WI']","[35871, 43150]"
20500,"Durham-Chapel Hill, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,12470,1.1,39.671,1.95,,32.95,68540,2.2,24.55,27.11,31.28,38.37,45.95,51050,56380,65070,79820,95580,,,"Durham-Chapel Hill, NC",Metropolitan,"['37037', '37063', '37135', '37145']","[None, None, None, None]","['      Chatham County, NC', '      Durham County, NC', '      Orange County, NC', '      Person County, NC']","[74470, 321488, 148476, 39490]"
20700,"East Stroudsburg, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1140,10.3,20.014,0.99,,30.73,63910,2.4,20.53,25.61,30.34,35.57,39.03,42700,53270,63100,73990,81190,,,"East Stroudsburg, PA",Metropolitan,,,,
20740,"Eau Claire, WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2190,9.1,26.13,1.29,,30.14,62680,2.1,23.65,26.33,29.4,34.11,38.48,49200,54760,61150,70950,80050,,,"Eau Claire, WI",Metropolitan,"['55017', '55035']","[None, None]","['      Chippewa County, WI', '      Eau Claire County, WI']","[64658, 104646]"
20940,"El Centro, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,960,24.2,16.267,0.8,,43.02,89480,3.9,30.65,35.35,42.41,49.75,57.47,63760,73530,88200,103480,119530,,,"El Centro, CA",Metropolitan,['06025'],[None],"['      Imperial County, CA']",[181215]
21060,"Elizabethtown-Fort Knox, KY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1210,3.5,21.972,1.08,,29.87,62130,2.7,23.22,25.83,29.32,34.05,37.65,48300,53740,60980,70820,78310,,,"Elizabethtown-Fort Knox, KY",Metropolitan,"['21093', '21123']","[None, None]","['      Hardin County, KY', '      Larue County, KY']","[110958, 14398]"
21140,"Elkhart-Goshen, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2010,9.2,14.696,0.72,,29.47,61300,2.7,21.3,24.8,28.85,34.04,38.86,44300,51590,60000,70800,80820,,,"Elkhart-Goshen, IN",Metropolitan,['18039'],[None],"['      Elkhart County, IN']",[206341]
21300,"Elmira, NY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1130,6.9,32.868,1.62,,32.11,66780,2.6,24.43,27.79,32.53,36.64,39.25,50810,57800,67670,76200,81650,,,"Elmira, NY",Metropolitan,['36015'],[None],"['      Chemung County, NY']",[83456]
21340,"El Paso, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5950,12.8,18.911,0.93,,35.76,74380,1.4,26.29,29.2,34.37,39.6,47.44,54690,60740,71480,82370,98680,,,"El Paso, TX",Metropolitan,['48141'],[None],"['      El Paso County, TX']",[839238]
21420,"Enid, OK",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,570,28.7,23.085,1.14,,29.97,62340,3,21.32,25.08,29.92,35.17,38.36,44340,52170,62230,73150,79790,,,,,,,,
21500,"Erie, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3200,17.5,25.871,1.27,,29.15,60640,2.7,20.04,25,28.74,33.81,38.49,41690,52010,59770,70320,80070,,,"Erie, PA",Metropolitan,['42049'],[None],"['      Erie County, PA']",[269728]
21660,"Eugene, OR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3370,4.6,21.368,1.05,,44.68,92940,2.9,33.48,38,44.51,51.03,59.59,69640,79040,92590,106140,123940,,,"Eugene, OR",Metropolitan,['41039'],[None],"['      Lane County, OR']",[382067]
21780,"Evansville, IN-KY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4390,2.1,27.913,1.37,,30.44,63310,1.3,23.72,26.49,29.93,35.02,38.51,49340,55100,62250,72840,80100,,,"Evansville, IN-KY",Metropolitan,"['18051', '18129', '18163', '18173', '21101', '21233']","[None, None, None, None, None, None]","['      Gibson County, IN', '      Posey County, IN', '      Vanderburgh County, IN', '      Warrick County, IN', '      Henderson County, KY', '      Webster County, KY']","[33659, 25427, 181451, 62998, 45210, 12942]"
21820,"Fairbanks, AK",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,700,3.5,20.837,1.03,,40.94,85150,2.1,31.68,35.14,40.67,46.8,50.61,65900,73100,84600,97340,105260,,,"Fairbanks, AK",Metropolitan,['02090'],[None],"['      Fairbanks North Star Borough, AK']",[]
22020,"Fargo, ND-MN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4260,17.6,30.473,1.5,,32.75,68110,1.5,26,28.12,31.68,36.97,41.45,54090,58480,65900,76890,86220,,,"Fargo, ND-MN",Metropolitan,"['27027', '38017']","[None, None]","['      Clay County, MN', '      Cass County, ND']","[64222, 181923]"
22140,"Farmington, NM",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,790,4.5,16.697,0.82,,34.71,72190,2,26.29,29.28,34.05,39.11,45.65,54680,60900,70830,81350,94950,,,"Farmington, NM",Metropolitan,['35045'],[None],"['      San Juan County, NM']",[123958]
22180,"Fayetteville, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3010,5.5,23.283,1.15,,34.52,71790,4.3,23.38,27.67,34.66,40.19,46.12,48630,57550,72090,83590,95920,,,"Fayetteville, NC",Metropolitan,"['37051', '37093']","[None, None]","['      Cumberland County, NC', '      Hoke County, NC']","[335509, 55234]"
22220,"Fayetteville-Springdale-Rogers, AR-MO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3610,5.7,14.484,0.71,,29.26,60870,2.6,20.89,24.71,28.57,33.94,38.47,43440,51400,59420,70590,80020,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan,"['05007', '05087', '05143', '29119']","[None, None, None, None]","['      Benton County, AR', '      Madison County, AR', '      Washington County, AR', '      McDonald County, MO']","[279141, 16576, 239187, 22837]"
22420,"Flint, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4210,4.7,30.712,1.51,,36.2,75300,3.6,27.19,32.17,35.87,39.98,47.01,56560,66910,74620,83170,97780,,,"Flint, MI",Metropolitan,['26049'],[None],"['      Genesee County, MI']",[405813]
22500,"Florence, SC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3050,6.4,34.667,1.71,,30.27,62970,2,20.85,26.51,30.95,35.9,38.84,43380,55140,64380,74670,80790,,,"Florence, SC",Metropolitan,"['45031', '45041']","[None, None]","['      Darlington County, SC', '      Florence County, SC']","[66618, 138293]"
22520,"Florence-Muscle Shoals, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1410,6.6,25.576,1.26,,26.61,55350,3,19.58,21.65,25.26,30.2,36.57,40720,45040,52540,62820,76060,,,"Florence-Muscle Shoals, AL",Metropolitan,"['01033', '01077']","[None, None]","['      Colbert County, AL', '      Lauderdale County, AL']","[55241, 92729]"
22660,"Fort Collins, CO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3850,11.7,23.401,1.15,,36.49,75900,1.6,27.12,30.93,35.81,41.39,47.98,56400,64330,74490,86090,99810,,,"Fort Collins, CO",Metropolitan,['08069'],[None],"['      Larimer County, CO']",[356899]
22900,"Fort Smith, AR-OK",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2310,21.1,21.619,1.06,,28.42,59120,1.5,20.77,23.87,27.71,31.45,37.22,43200,49650,57630,65410,77420,,,"Fort Smith, AR-OK",Metropolitan,"['05033', '05047', '05131', '40079', '40135']","[None, None, None, None, None]","['      Crawford County, AR', '      Franklin County, AR', '      Sebastian County, AR', '      Le Flore County, OK', '      Sequoyah County, OK']","[63257, 17715, 127827, 49853, 41569]"
23060,"Fort Wayne, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5560,13.6,25.464,1.25,,28.82,59950,2.1,21.35,24.63,28.33,32.86,37.42,44400,51220,58920,68340,77830,,,"Fort Wayne, IN",Metropolitan,"['18003', '18179', '18183']","[None, None, None]","['      Allen County, IN', '      Wells County, IN', '      Whitley County, IN']","[379299, 28296, 33964]"
23420,"Fresno, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,7640,11.2,19.689,0.97,,50.9,105880,3.8,32.32,36.31,44.97,60.01,89.14,67220,75530,93530,124820,185410,,,"Fresno, CA",Metropolitan,['06019'],[None],"['      Fresno County, CA']",[999101]
23460,"Gadsden, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1220,5.3,33.597,1.65,,28.7,59690,2.1,20.86,24.1,28.28,33.11,37.92,43390,50120,58820,68860,78860,,,"Gadsden, AL",Metropolitan,['01055'],[None],"['      Etowah County, AL']",[102268]
23540,"Gainesville, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5590,8.7,39.464,1.94,,34.11,70940,2.5,25.3,27.91,32.98,39.49,46.22,52620,58050,68600,82130,96130,,,"Gainesville, FL",Metropolitan,"['12001', '12041']","[None, None]","['      Alachua County, FL', '      Gilchrist County, FL']","[269043, 18582]"
23900,"Gettysburg, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,510,48.4,15.16,0.75,,34.07,70870,3.6,24.93,28.26,33.32,37.86,44.12,51860,58770,69300,78740,91770,,,"Gettysburg, PA",Metropolitan,,,,
24140,"Goldsboro, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1130,4,26.054,1.28,,31.94,66430,2,24.94,27.63,31.6,36.46,39.64,51870,57460,65730,75830,82450,,,"Goldsboro, NC",Metropolitan,['37191'],[None],"['      Wayne County, NC']",[123131]
24300,"Grand Junction, CO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1820,22.8,29.311,1.44,,35.49,73810,1.6,26.43,29.65,34.93,40.51,46.94,54970,61680,72650,84250,97640,,,"Grand Junction, CO",Metropolitan,['08077'],[None],"['      Mesa County, CO']",[154210]
24340,"Grand Rapids-Wyoming, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,12820,13.1,22.578,1.11,,32.8,68220,1.2,25.85,28.21,32.23,36.74,40.05,53770,58670,67040,76430,83300,,,"Grand Rapids-Wyoming, MI",Metropolitan,"['26015', '26067', '26081', '26123']","[None, None, None, None]","['      Barry County, MI', '      Ionia County, MI', '      Kent County, MI', '      Newaygo County, MI']","[61550, 64697, 656955, 48980]"
24420,"Grants Pass, OR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,470,4.6,17.704,0.87,,42.5,88390,2.9,32.3,35.71,41.88,48.7,56.75,67190,74270,87100,101300,118040,,,"Grants Pass, OR",Metropolitan,,,,
24500,"Great Falls, MT",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,**,**,**,**,,32.28,67140,2.6,25.29,28.2,32.58,36.35,38.59,52600,58660,67760,75600,80260,,,"Great Falls, MT",Metropolitan,['30013'],[None],"['      Cascade County, MT']",[81366]
24540,"Greeley, CO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1170,4.5,10.965,0.54,,33.72,70130,2.3,25.48,28.4,33.16,37.84,44.32,53000,59080,68960,78700,92180,,,"Greeley, CO",Metropolitan,['08123'],[None],"['      Weld County, CO']",[324492]
24580,"Green Bay, WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4040,22.8,23.163,1.14,,32.05,66670,1.5,25.66,28.11,32.01,36.02,38.44,53370,58460,66580,74920,79960,,,"Green Bay, WI",Metropolitan,"['55009', '55061', '55083']","[None, None, None]","['      Brown County, WI', '      Kewaunee County, WI', '      Oconto County, WI']","[264542, 20434, 37930]"
24660,"Greensboro-High Point, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,6140,2.8,16.805,0.83,,32.84,68300,1.8,24.73,27.16,31.5,38.2,44.89,51440,56490,65510,79460,93370,,,"Greensboro-High Point, NC",Metropolitan,"['37081', '37151', '37157']","[None, None, None]","['      Guilford County, NC', '      Randolph County, NC', '      Rockingham County, NC']","[537174, 143667, 91010]"
24780,"Greenville, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3550,5.1,45.596,2.25,,32.06,66680,2.4,23.31,27.02,31.86,36.69,40.73,48490,56200,66270,76320,84710,,,"Greenville, NC",Metropolitan,"['37079', '37147']","[None, None]","['      Greene County, NC', '      Pitt County, NC']","[21069, 180742]"
24860,"Greenville-Anderson-Mauldin, SC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,9040,2.8,21.603,1.06,,30.32,63060,1.3,22.04,25.77,29.58,34.98,38.95,45840,53600,61530,72750,81020,,,"Greenville-Anderson-Mauldin, SC",Metropolitan,"['45045', '45059', '45077']","[None, None, None]","['      Greenville County, SC', '      Laurens County, SC', '      Pickens County, SC']","[523542, 67493, 126884]"
